timestamp_unix_s,timestamp_perf_s,sensor1_x,sensor2_x,sensor3_x,sensor4_x,sensor5_x,sensor6_x,sensor7_x,sensor8_x,sensor1_y,sensor2_y,sensor3_y,sensor4_y,sensor5_y,sensor6_y,sensor7_y,sensor8_y,sensor1_z,sensor2_z,sensor3_z,sensor4_z,sensor5_z,sensor6_z,sensor7_z,sensor8_z,sensor1_mag,sensor2_mag,sensor3_mag,sensor4_mag,sensor5_mag,sensor6_mag,sensor7_mag,sensor8_mag
1781981842.511784,47836.093576969,0.0,78640.8046875,0.0,78640.8046875,78640.8046875,78640.8046875,78640.8046875,78640.8046875,0.0,78640.8046875,0.0,78640.8046875,78640.8046875,78640.8046875,78640.8046875,78640.8046875,0.0,126873.8203125,0.0,126873.8203125,126873.8203125,126873.8203125,126873.8203125,126873.8203125,0.0,168717.8668798405,0.0,168717.8668798405,168717.8668798405,168717.8668798405,168717.8668798405,168717.8668798405
1781981842.5119002,47836.093692349,0.0,-4363.2001953125,0.0,78640.8046875,78640.8046875,78640.8046875,78640.8046875,78640.8046875,0.0,-3328.800048828125,0.0,78640.8046875,78640.8046875,78640.8046875,78640.8046875,78640.8046875,0.0,-2625.216064453125,0.0,126873.8203125,126873.8203125,126873.8203125,126873.8203125,126873.8203125,0.0,6083.599682302898,0.0,168717.8668798405,168717.8668798405,168717.8668798405,168717.8668798405,168717.8668798405
1781981842.5378957,47836.119688406,0.0,-4368.0,0.0,5191.2001953125,-1792.800048828125,78640.8046875,-1000.800048828125,78640.8046875,0.0,-3328.800048828125,0.0,2971.2001953125,-55.20000076293945,78640.8046875,-626.4000244140625,78640.8046875,0.0,-2621.343994140625,0.0,-6992.83203125,542.0800170898438,126873.8203125,-2636.83203125,126873.8203125,0.0,6085.374113453934,0.0,9201.97206503658,1873.7742126762448,168717.8668798405,2889.0934372820684,168717.8668798405
1781981842.5623286,47836.144120756,0.0,-4370.400390625,0.0,5193.60009765625,-1795.2000732421875,1888.800048828125,-1000.800048828125,78640.8046875,0.0,-3328.800048828125,0.0,2968.800048828125,-55.20000076293945,4281.60009765625,-626.4000244140625,78640.8046875,0.0,-2617.471923828125,0.0,-6992.83203125,538.2080078125,2276.736083984375,-2636.83203125,126873.8203125,0.0,6085.430848467657,0.0,9202.551576686375,1874.955520199475,5204.151440611586,2889.0934372820684,168717.8668798405
1781981842.571199,47836.15299126,0.0,-4360.80029296875,0.0,5191.2001953125,-1800.0001220703125,1888.800048828125,-1000.800048828125,-5414.400390625,0.0,-3328.800048828125,0.0,2968.800048828125,-60.000003814697266,4279.2001953125,-631.2000122070312,2335.2001953125,0.0,-2621.343994140625,0.0,-6992.83203125,542.0800170898438,2265.119873046875,-2629.087890625,8220.255859375,0.0,6080.208326681874,0.0,9201.197368549943,1880.8113102698603,5197.103806476022,2883.0742844705796,10116.397478142933
1781981842.5790572,47836.160849325,0.0,-4368.0,0.0,5191.2001953125,-1792.800048828125,1888.800048828125,-996.0000610351562,-5414.400390625,0.0,-3328.800048828125,0.0,2971.2001953125,-60.000003814697266,4279.2001953125,-621.6000366210938,2328.0,0.0,-2621.343994140625,0.0,-7000.576171875,538.2080078125,2272.864013671875,-2629.087890625,8220.255859375,0.0,6085.374113453934,0.0,9207.85842672777,1872.805348991024,5200.4837044894475,2879.323855307074,10114.737860349578
1781981842.5949707,47836.176763458,0.0,-4370.400390625,0.0,5196.0,-1790.4000244140625,1888.800048828125,-996.0000610351562,-5412.0,0.0,-3326.400146484375,0.0,2966.400146484375,-57.60000228881836,4286.400390625,-621.6000366210938,2337.60009765625,0.0,-2621.343994140625,0.0,-6988.9599609375,538.2080078125,2268.991943359375,-2640.7041015625,8212.51171875,0.0,6085.7852282613085,0.0,9200.190604799991,1870.4325348322639,5204.720777547344,2889.934407407613,10109.375200632756
1781981842.6035545,47836.185346769,0.0,-4370.400390625,0.0,5188.80029296875,-1795.2000732421875,1886.4000244140625,-1000.800048828125,-5412.0,0.0,-3326.400146484375,0.0,2966.400146484375,-57.60000228881836,4281.60009765625,-624.0,2335.2001953125,0.0,-2617.471923828125,0.0,-6992.83203125,534.3359985351562,2272.864013671875,-2636.83203125,8216.3837890625,0.0,6084.11840622246,0.0,9199.069416340499,1873.9199616213575,5201.587764616109,2888.5740251481143,10111.9665011983
1781981842.6114206,47836.193213005,0.0,-4365.60009765625,0.0,5193.60009765625,-1790.4000244140625,1884.0001220703125,-998.4000244140625,-5416.80029296875,0.0,-3331.2001953125,0.0,2968.800048828125,-57.60000228881836,4281.60009765625,-624.0,2332.800048828125,0.0,-2621.343994140625,0.0,-6992.83203125,538.2080078125,2272.864013671875,-2640.7041015625,8212.51171875,0.0,6084.965348259875,0.0,9202.551576686375,1870.4325348322639,5200.717900526387,2891.2794331850755,10110.83726564348
1781981842.6206644,47836.202457167,0.0,-4368.0,0.0,5191.2001953125,-1792.800048828125,1888.800048828125,-998.4000244140625,-5416.80029296875,0.0,-3326.400146484375,0.0,2966.400146484375,-57.60000228881836,4279.2001953125,-624.0,2332.800048828125,0.0,-2621.343994140625,0.0,-6988.9599609375,542.0800170898438,2272.864013671875,-2632.9599609375,8212.51171875,0.0,6084.0616589699675,0.0,9197.480667686264,1873.846450558296,5200.4837044894475,2884.208169437498,10110.83726564348
