timestamp_unix_s,timestamp_perf_s,sensor1_x,sensor2_x,sensor3_x,sensor4_x,sensor5_x,sensor6_x,sensor7_x,sensor8_x,sensor1_y,sensor2_y,sensor3_y,sensor4_y,sensor5_y,sensor6_y,sensor7_y,sensor8_y,sensor1_z,sensor2_z,sensor3_z,sensor4_z,sensor5_z,sensor6_z,sensor7_z,sensor8_z,sensor1_mag,sensor2_mag,sensor3_mag,sensor4_mag,sensor5_mag,sensor6_mag,sensor7_mag,sensor8_mag
1781707539.2538009,29203.144661168,0.0,78640.8046875,78640.8046875,78640.8046875,-5558.400390625,-3789.60009765625,78640.8046875,78640.8046875,0.0,78640.8046875,78640.8046875,78640.8046875,-5517.60009765625,4934.400390625,78640.8046875,78640.8046875,0.0,126873.8203125,126873.8203125,126873.8203125,151.00799560546875,7248.3837890625,126873.8203125,126873.8203125,0.0,168717.8668798405,168717.8668798405,168717.8668798405,7833.423846243301,9552.405124820683,168717.8668798405,168717.8668798405
1781707539.2682056,29203.159066308,0.0,-316.8000183105469,-1372.800048828125,-1008.0000610351562,-5558.400390625,-3789.60009765625,4531.2001953125,5143.2001953125,0.0,-3367.2001953125,2220.0,-2472.0,-5515.2001953125,4936.80029296875,4264.80029296875,-3448.800048828125,0.0,1765.6319580078125,-1378.4320068359375,-1029.9520263671875,151.00799560546875,7263.8720703125,-7592.9921875,-7058.65576171875,0.0,3815.213705423669,2951.7884022287662,2861.4068741905185,7831.7336210836465,9565.40137614092,9817.01722053814,9389.96012708812
1781707539.4375381,29203.328399152,0.0,-309.6000061035156,-1377.60009765625,-1012.800048828125,-5558.400390625,-3784.800048828125,4531.2001953125,5148.0,0.0,-3367.2001953125,2220.0,-2472.0,-5520.0,4936.80029296875,4264.80029296875,-3446.400146484375,0.0,1757.887939453125,-1378.4320068359375,-1029.9520263671875,151.00799560546875,7256.1279296875,-7600.73583984375,-7058.65576171875,0.0,3811.0443879291915,2954.0238364868114,2863.1013107335425,7835.114441872367,9557.620052829927,9823.007790691792,9391.709063431044
1781707539.4472249,29203.338086451,0.0,-312.0,-1375.2000732421875,-1012.800048828125,-5558.400390625,-3787.2001953125,4533.60009765625,5145.60009765625,0.0,-3362.400146484375,2224.800048828125,-2472.0,-5520.0,4932.0,4269.60009765625,-3448.800048828125,0.0,1769.5040283203125,-1374.5599365234375,-1033.823974609375,154.8800048828125,7263.8720703125,-7608.47998046875,-7058.65576171875,0.0,3812.3776375537564,2954.7124255680556,2864.496456514369,7835.190024397152,9561.973999820384,9832.191131816386,9391.274849787018
1781707539.4569721,29203.347834384,0.0,-314.4000244140625,-1375.2000732421875,-1008.0000610351562,-5560.80029296875,-3784.800048828125,4531.2001953125,5143.2001953125,0.0,-3367.2001953125,2217.60009765625,-2474.400146484375,-5520.0,4936.80029296875,4262.400390625,-3444.000244140625,0.0,1761.760009765625,-1378.4320068359375,-1037.696044921875,154.8800048828125,7260.0,-7608.47998046875,-7054.7841796875,0.0,3813.2247327784758,2951.1015285889566,2866.275159438688,7836.892733360195,9560.560053797357,9827.960109462896,9385.287728816429
1781707539.6487384,29203.539599084,0.0,-314.4000244140625,-1375.2000732421875,-1010.4000244140625,-5560.80029296875,-3784.800048828125,4538.400390625,5145.60009765625,0.0,-3364.800048828125,2220.0,-2474.400146484375,-5517.60009765625,4939.2001953125,4264.80029296875,-3446.400146484375,0.0,1761.760009765625,-1374.5599365234375,-1037.696044921875,154.8800048828125,7260.0,-7592.9921875,-7054.7841796875,0.0,3811.1054926300176,2951.099839134663,2867.12004909183,7835.202521431727,9561.79951572843,9820.34266224797,9387.483909794815
1781707539.6488602,29203.53972077,0.0,-316.8000183105469,-1375.2000732421875,-1005.6000366210938,-5560.80029296875,-3787.2001953125,4533.60009765625,5145.60009765625,0.0,-3367.2001953125,2217.60009765625,-2469.60009765625,-5520.0,4936.80029296875,4267.2001953125,-3448.800048828125,0.0,1757.887939453125,-1382.303955078125,-1033.823974609375,154.8800048828125,7256.1279296875,-7596.86376953125,-7058.65576171875,0.0,3811.636054844278,2952.912064182568,2859.886026832753,7836.892733360195,9558.57076052808,9822.162006664335,9391.274849787018
1781707539.6582596,29203.549121107,0.0,-314.4000244140625,-1372.800048828125,-1010.4000244140625,-5560.80029296875,-3784.800048828125,4536.0,5148.0,0.0,-3367.2001953125,2222.400146484375,-2474.400146484375,-5522.400390625,4936.80029296875,4272.0,-3444.000244140625,0.0,1757.887939453125,-1382.303955078125,-1029.9520263671875,151.00799560546875,7260.0,-7604.60791015625,-7058.65576171875,0.0,3811.4373323378745,2955.4029521168345,2864.3263555111366,7838.508109799547,9560.560053797357,9831.34484530021,9390.828655879415
1781707539.6693017,29203.560162887,0.0,-316.8000183105469,-1368.0,-1010.4000244140625,-5560.80029296875,-3787.2001953125,4533.60009765625,5148.0,0.0,-3364.800048828125,2220.0,-2472.0,-5520.0,4936.80029296875,4264.80029296875,-3448.800048828125,0.0,1761.760009765625,-1378.4320068359375,-1029.9520263671875,147.13600158691406,7256.1279296875,-7596.86376953125,-7054.7841796875,0.0,3811.3042324386397,2949.5590852650757,2862.2532008810495,7836.743513810077,9558.57076052808,9821.119616275511,9389.68080388071
1781707539.6764727,29203.567333744,0.0,-312.0,-1375.2000732421875,-1008.0000610351562,-5563.2001953125,-3787.2001953125,4536.0,5145.60009765625,0.0,-3367.2001953125,2220.0,-2474.400146484375,-5524.80029296875,4936.80029296875,4262.400390625,-3444.000244140625,0.0,1757.887939453125,-1378.4320068359375,-1033.823974609375,151.00799560546875,7256.1279296875,-7600.73583984375,-7058.65576171875,0.0,3811.240108283299,2952.90535556341,2864.8756026127735,7841.901434285527,9558.57076052808,9824.181309253481,9389.513257303915
1781707539.8573172,29203.74817786,0.0,-316.8000183105469,-1375.2000732421875,-1010.4000244140625,-5558.400390625,-3787.2001953125,4536.0,5145.60009765625,0.0,-3364.800048828125,2220.0,-2474.400146484375,-5517.60009765625,4936.80029296875,4267.2001953125,-3446.400146484375,0.0,1761.760009765625,-1382.303955078125,-1026.0799560546875,151.00799560546875,7260.0,-7604.60791015625,-7058.65576171875,0.0,3811.3042324386397,2954.714785841426,2862.936319668152,7833.423846243301,9561.510469169156,9829.260143779187,9390.393788182306
1781707539.8684716,29203.759332875,0.0,-312.0,-1377.60009765625,-1008.0000610351562,-5556.0,-3784.800048828125,4533.60009765625,5148.0,0.0,-3367.2001953125,2215.2001953125,-2472.0,-5520.0,4939.2001953125,4264.80029296875,-3448.800048828125,0.0,1757.887939453125,-1374.5599365234375,-1033.823974609375,158.7519989013672,7256.1279296875,-7604.60791015625,-7054.7841796875,0.0,3811.240108283299,2948.611360194891,2862.802845730737,7833.564846042648,9558.859895980033,9827.111114238309,9389.68080388071
