timestamp_unix_s,timestamp_perf_s,sensor1_x,sensor2_x,sensor3_x,sensor4_x,sensor5_x,sensor6_x,sensor7_x,sensor8_x,sensor1_y,sensor2_y,sensor3_y,sensor4_y,sensor5_y,sensor6_y,sensor7_y,sensor8_y,sensor1_z,sensor2_z,sensor3_z,sensor4_z,sensor5_z,sensor6_z,sensor7_z,sensor8_z,sensor1_mag,sensor2_mag,sensor3_mag,sensor4_mag,sensor5_mag,sensor6_mag,sensor7_mag,sensor8_mag
1781982551.948423,48545.530215686,0.0,-3444.000244140625,0.0,5896.80029296875,-1608.0001220703125,2426.400146484375,-79.20000457763672,-4872.0,0.0,-3278.400146484375,0.0,3014.400146484375,141.60000610351562,4524.0,1166.4000244140625,2088.0,0.0,-2361.919921875,0.0,-7147.7119140625,758.9119873046875,2110.239990234375,3469.31201171875,8499.0400390625,0.0,5309.21000898057,0.0,9744.159663342569,1783.7214913717348,5550.414983336271,3660.9954236975254,10016.476904859688
1781982551.9666834,48545.548476128,0.0,-3446.400146484375,0.0,5899.2001953125,-1608.0001220703125,2431.2001953125,-81.60000610351562,-4874.400390625,0.0,-3276.000244140625,0.0,3016.800048828125,139.20001220703125,4528.80029296875,1166.4000244140625,2090.400146484375,0.0,-2361.919921875,0.0,-7147.7119140625,758.9119873046875,2121.85595703125,3477.055908203125,8506.7841796875,0.0,5309.285948849145,0.0,9746.354758852944,1783.5325734203252,5560.848782845149,3668.387297808054,10024.715907212962
1781982551.9834938,48545.565286752,0.0,-3446.400146484375,0.0,5899.2001953125,-1610.4000244140625,2428.800048828125,-86.4000015258789,-4876.80029296875,0.0,-3278.400146484375,0.0,3019.2001953125,141.60000610351562,4526.400390625,1171.2000732421875,2092.800048828125,0.0,-2361.919921875,0.0,-7151.583984375,758.9119873046875,2117.98388671875,3465.43994140625,8499.0400390625,0.0,5310.767101606537,0.0,9749.937756176656,1785.885272025076,5556.368050969799,3659.0228968018127,10019.814106432445
1781982552.0084717,48545.590264182,0.0,-3444.000244140625,0.0,5901.60009765625,-1608.0001220703125,2426.400146484375,-84.0,-4869.60009765625,0.0,-3278.400146484375,0.0,3019.2001953125,141.60000610351562,4524.0,1178.4000244140625,2092.800048828125,0.0,-2365.7919921875,0.0,-7155.4560546875,755.0399780273438,2121.85595703125,3465.43994140625,8506.7841796875,0.0,5310.933717568687,0.0,9754.230101991407,1782.0775299425632,5554.841705507763,3661.2780016044694,10022.883528967614
1781982552.0202386,48545.602031494,0.0,-3446.400146484375,0.0,5899.2001953125,-1605.60009765625,2431.2001953125,-84.0,-4869.60009765625,0.0,-3276.000244140625,0.0,3014.400146484375,141.60000610351562,4524.0,1171.2000732421875,2095.2001953125,0.0,-2361.919921875,0.0,-7151.583984375,762.7839965820312,2117.98388671875,3473.18408203125,8495.16796875,0.0,5309.285948849145,0.0,9748.452424516881,1783.211053342798,5555.462729070172,3666.3023987715146,10013.528238678278
1781982552.0426922,48545.624484372,0.0,-3444.000244140625,0.0,5904.0,-1610.4000244140625,2428.800048828125,-84.0,-4876.80029296875,0.0,-3280.800048828125,0.0,3016.800048828125,141.60000610351562,4526.400390625,1168.800048828125,2095.2001953125,0.0,-2361.919921875,0.0,-7151.583984375,762.7839965820312,2121.85595703125,3469.31201171875,8495.16796875,0.0,5310.692267433816,0.0,9752.099877471435,1787.5341187801102,5557.845164794235,3661.867745945589,10017.031684746416
1781982552.0527122,48545.634505407,0.0,-3446.400146484375,0.0,5899.2001953125,-1610.4000244140625,2426.400146484375,-84.0,-4872.0,0.0,-3278.400146484375,0.0,3016.800048828125,141.60000610351562,4521.60009765625,1166.4000244140625,2092.800048828125,0.0,-2365.7919921875,0.0,-7143.83984375,766.656005859375,2121.85595703125,3469.31201171875,8502.912109375,0.0,5312.490304975134,0.0,9743.515443213217,1789.1898255024755,5552.887340507946,3661.1024093309825,10020.763962100445
1781982552.0648575,48545.646650458,0.0,-3448.800048828125,0.0,5899.2001953125,-1610.4000244140625,2433.60009765625,-81.60000610351562,-4874.400390625,0.0,-3278.400146484375,0.0,3016.800048828125,141.60000610351562,4519.2001953125,1168.800048828125,2095.2001953125,0.0,-2365.7919921875,0.0,-7147.7119140625,766.656005859375,2121.85595703125,3473.18408203125,8495.16796875,0.0,5314.047520258372,0.0,9746.354758852944,1789.1898255024755,5554.084311838816,3665.482203314044,10015.863509645022
1781982552.0771074,48545.658899568,0.0,-3448.800048828125,0.0,5901.60009765625,-1610.4000244140625,2433.60009765625,-84.0,-4872.0,0.0,-3278.400146484375,0.0,3016.800048828125,144.0,4524.0,1168.800048828125,2092.800048828125,0.0,-2361.919921875,0.0,-7151.583984375,762.7839965820312,2121.85595703125,3473.18408203125,8502.912109375,0.0,5312.324822016784,0.0,9750.647144309685,1787.7258358245174,5557.99047657528,3665.536416653896,10020.763962100445
1781982552.182329,48545.764121593,0.0,-3444.000244140625,0.0,5901.60009765625,-1608.0001220703125,2428.800048828125,-84.0,-4874.400390625,0.0,-3276.000244140625,0.0,3019.2001953125,139.20001220703125,4524.0,1168.800048828125,2090.400146484375,0.0,-2365.7919921875,0.0,-7151.583984375,766.656005859375,2117.98388671875,3469.31201171875,8499.0400390625,0.0,5309.452611291358,0.0,9751.390004384006,1786.8414779428049,5554.412788188123,3661.867745945589,10018.145213867412
1781982552.1979258,48545.779718604,0.0,-3446.400146484375,0.0,5901.60009765625,-1610.4000244140625,2428.800048828125,-81.60000610351562,-4872.0,0.0,-3280.800048828125,0.0,3012.0,141.60000610351562,4526.400390625,1168.800048828125,2092.800048828125,0.0,-2369.6640625,0.0,-7139.9677734375,758.9119873046875,2117.98388671875,3477.055908203125,8499.0400390625,0.0,5315.696633479205,0.0,9740.645128449261,1785.885272025076,5556.368050969799,3669.1511148911513,10017.478606414017
1781982552.2119288,48545.793721593,0.0,-3448.800048828125,0.0,5899.2001953125,-1605.60009765625,2431.2001953125,-84.0,-4876.80029296875,0.0,-3280.800048828125,0.0,3016.800048828125,139.20001220703125,4521.60009765625,1171.2000732421875,2092.800048828125,0.0,-2361.919921875,0.0,-7147.7119140625,758.9119873046875,2121.85595703125,3473.18408203125,8499.0400390625,0.0,5313.806211609293,0.0,9746.354758852944,1781.369058187255,5554.986456797312,3666.3023987715146,10019.814106432445
1781982552.2251916,48545.806983959,0.0,-3453.60009765625,0.0,5901.60009765625,-1605.60009765625,2431.2001953125,-84.0,-4872.0,0.0,-3280.800048828125,0.0,3019.2001953125,139.20001220703125,4524.0,1173.60009765625,2090.400146484375,0.0,-2365.7919921875,0.0,-7147.7119140625,758.9119873046875,2114.112060546875,3469.31201171875,8499.0400390625,0.0,5318.644032572624,0.0,9748.550617320623,1781.369058187255,5553.987774044636,3663.402656530505,10016.977506114776
1781982552.2377512,48545.819543504,0.0,-3448.800048828125,0.0,5899.2001953125,-1605.60009765625,2428.800048828125,-81.60000610351562,-4874.400390625,0.0,-3278.400146484375,0.0,3014.400146484375,141.60000610351562,4526.400390625,1171.2000732421875,2090.400146484375,0.0,-2361.919921875,0.0,-7151.583984375,762.7839965820312,2121.85595703125,3473.18408203125,8499.0400390625,0.0,5312.324822016784,0.0,9748.452424516881,1783.211053342798,5557.845164794235,3666.2481967583503,10018.145213867412
1781982552.2491996,48545.83099229,0.0,-3444.000244140625,0.0,5899.2001953125,-1608.0001220703125,2431.2001953125,-79.20000457763672,-4874.400390625,0.0,-3283.2001953125,0.0,3016.800048828125,141.60000610351562,4524.0,1171.2000732421875,2092.800048828125,0.0,-2365.7919921875,0.0,-7147.7119140625,755.0399780273438,2117.98388671875,3469.31201171875,8502.912109375,0.0,5313.898094096199,0.0,9746.354758852944,1782.0775299425632,5555.462729070172,3662.527554427899,10021.931228673253
1781982552.2612739,48545.843066689,0.0,-3444.000244140625,0.0,5906.400390625,-1608.0001220703125,2428.800048828125,-79.20000457763672,-4872.0,0.0,-3276.000244140625,0.0,3016.800048828125,141.60000610351562,4521.60009765625,1168.800048828125,2090.400146484375,0.0,-2361.919921875,0.0,-7155.4560546875,758.9119873046875,2117.98388671875,3477.055908203125,8502.912109375,0.0,5307.728421707362,0.0,9756.39274832397,1783.7214913717348,5552.458272217161,3669.098524656429,10020.263026097564
1781982552.273017,48545.854809102,0.0,-3446.400146484375,0.0,5896.80029296875,-1608.0001220703125,2426.400146484375,-81.60000610351562,-4874.400390625,0.0,-3280.800048828125,0.0,3016.800048828125,139.20001220703125,4521.60009765625,1168.800048828125,2090.400146484375,0.0,-2365.7919921875,0.0,-7143.83984375,758.9119873046875,2121.85595703125,3477.055908203125,8495.16796875,0.0,5313.971648435532,0.0,9742.06261234836,1783.5325734203252,5552.887340507946,3669.1511148911513,10014.860496173826
