Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
2.13,0,-2,-7,-4,0,0,3,0,-8,-2,0,4
2.18,-2,-2,8,5,0,-8,5,0,-4,3,0,-4
2.23,0,-5,0,-4,-2,-8,0,-4,-4,3,-5,-8
2.27,0,-5,8,-4,-2,-8,3,-2,-4,3,-2,-8
2.31,-2,0,8,0,-2,0,0,0,-4,0,-5,-8
2.36,-2,-2,4,-4,2,-4,3,-2,-4,-2,-2,-4
2.39,-2,-2,4,-2,-2,-4,5,3,-4,0,0,-8
2.44,2,-2,4,-7,-2,-4,-2,-2,-4,3,0,-8
2.49,0,-2,4,0,-5,-4,3,0,0,3,0,-8
2.51,0,0,8,-2,2,0,5,-4,-4,-2,-2,-4
2.56,0,-2,4,-2,-5,4,0,5,-4,5,-2,-4
2.59,4,-2,4,-2,0,-4,3,0,-4,3,0,-4
2.64,-2,0,4,0,0,-8,0,3,-8,0,0,-4
2.67,-2,-5,8,-7,-5,-8,3,0,-8,0,-2,0
2.70,0,-2,0,-4,-5,0,3,-2,0,0,2,0
2.74,-5,-5,0,-4,-2,0,5,0,-4,3,-5,-8
2.77,-2,-7,4,-7,-5,-8,3,0,-8,3,-2,-8
2.82,2,0,4,0,-2,4,0,0,-4,-4,0,0
2.85,-2,0,0,-2,-2,-4,5,3,0,0,0,-4
2.90,-5,-5,4,-2,-5,-4,5,3,-4,-2,-2,-4
2.93,0,-5,0,0,0,-4,3,0,0,-2,-2,-4
2.96,0,3,-4,-4,-5,0,0,0,-8,3,-2,0
3.00,0,-2,4,-7,-5,-8,3,0,-4,3,0,-11
3.04,0,-2,8,-4,0,-8,0,-2,-4,0,-2,-8
3.08,-2,-2,8,0,2,-4,0,0,-8,-2,0,-4
3.11,0,-2,8,-2,-2,-4,8,3,-8,3,-5,-4
3.14,0,-2,12,-4,0,-8,3,0,-8,3,-2,-4
3.18,0,0,4,-4,-2,-4,0,0,-4,0,0,-8
3.21,-2,0,8,-4,-2,-12,3,0,-4,0,0,-4
3.26,2,3,4,-2,-2,-8,3,0,-8,0,-5,-4
3.29,-2,-2,4,-2,-2,-4,-2,5,0,3,-2,-4
3.34,-2,-2,4,-2,2,-4,3,5,0,-2,2,0
3.39,0,-2,4,-7,0,-8,5,-2,-12,3,2,-8
3.42,0,0,0,0,-2,-16,0,3,0,-2,-5,-8
3.44,2,0,4,-2,0,-4,8,3,-4,-2,-2,-4
3.49,-2,-5,8,-4,-5,-8,5,0,0,-4,0,-8
3.52,-2,-2,4,-2,-5,-8,3,3,0,0,0,8
3.55,0,-2,0,-7,2,-4,3,-2,-4,3,-2,-4
3.60,-2,0,4,-7,-2,0,5,-2,-4,0,0,0
3.62,-2,-5,4,-2,-2,0,0,0,0,-2,0,-4
3.65,2,0,4,-2,0,0,-2,0,0,5,0,0
3.70,2,0,8,-2,2,-8,3,-2,-4,0,2,-4
3.73,0,0,4,-2,0,0,3,-2,-4,0,-5,-4
3.77,-2,-2,8,-4,0,-8,3,0,-4,0,-2,0
3.80,-2,3,8,0,0,-4,3,-2,-8,-2,0,-4
3.83,2,-5,4,0,0,0,0,-2,-4,0,0,0
3.88,0,3,4,0,0,-4,3,5,-4,3,2,-8
3.91,2,-2,12,-4,2,-8,0,-2,0,0,2,0
3.95,0,-5,0,-2,2,-8,8,-2,-4,0,2,0
3.98,0,-2,0,-2,-2,0,0,5,0,0,-2,-11
4.01,2,-2,8,-4,-2,0,-2,-2,-4,0,0,-8
4.06,2,0,12,-2,-2,0,3,0,-4,-4,0,-11
4.09,0,-2,4,-2,-2,-8,0,-4,0,-2,0,0
4.13,0,-5,12,-4,0,0,0,3,0,-2,0,-4
4.17,0,0,8,-7,0,0,3,0,-4,5,-2,0
4.21,2,-5,0,-4,-5,-8,5,0,-8,5,-2,-4
4.24,-5,-2,8,-4,0,-4,3,-2,-4,0,0,0
4.27,-5,-2,4,-4,2,0,5,0,0,5,0,-4
4.30,-2,0,0,-7,0,-8,5,3,-4,0,2,-4
4.34,0,-2,4,0,-5,-4,3,5,4,0,7,-8
4.39,-5,-2,4,-2,2,0,-2,-2,-8,-2,-5,-4
4.42,2,-2,0,-9,-5,-4,5,-2,-8,0,2,-4
4.45,-2,-2,12,-2,0,0,3,0,0,-2,-2,-4
4.48,0,-2,0,-4,0,-8,3,0,-8,-2,0,0
4.52,-2,-5,4,-2,0,-8,3,3,-4,3,2,-8
4.55,2,0,8,-7,2,0,5,0,-12,0,-2,-4
4.60,2,0,4,-2,0,0,3,-2,-8,-2,-5,-8
4.63,0,0,4,-2,-2,-4,0,3,-8,3,-2,-4
4.68,-2,-2,0,0,-2,-12,0,3,-4,3,-2,-4
4.71,-2,-5,4,-2,0,-4,0,-2,-8,-2,0,-4
4.74,0,-5,4,-4,0,-8,-2,3,0,0,-5,0
4.78,0,-7,8,-2,-2,0,5,3,-4,-4,0,0
4.82,0,0,-4,-2,0,-8,0,0,-8,3,-2,0
4.86,0,-2,4,-4,-7,-4,0,0,-8,5,2,4
4.89,0,-5,4,-4,-5,-4,5,0,0,3,-2,-8
4.94,0,-2,4,-2,0,-8,-2,3,-4,-2,0,-8
4.96,-2,-2,8,0,0,-4,-4,3,0,-4,-5,-4
5.01,2,-2,4,-4,-2,-4,0,0,-4,0,-2,-4
5.05,0,-7,4,-2,2,-4,5,0,0,5,2,-8
5.09,2,0,0,-2,-2,-12,0,0,-8,0,0,-4
5.12,-2,0,8,-2,-2,-4,5,0,-4,0,0,-8
5.15,-7,-5,12,-7,0,-4,5,3,-8,-2,2,0
5.19,0,-2,0,-7,-2,-8,3,5,-4,0,-5,-8
5.22,-2,0,0,-2,2,-4,3,0,-4,3,0,-4
5.27,-2,-2,4,-2,-2,0,0,3,-8,-2,-2,-8
5.32,-5,-5,8,-4,0,-4,3,-2,-8,0,-2,-4
5.36,0,-2,0,-2,2,-8,3,0,-4,-2,-2,-4
5.38,2,-2,4,-7,0,-4,0,0,-8,3,-2,-8
5.43,0,-2,0,-7,-2,-4,0,0,-8,0,-2,-4
5.46,0,-2,8,-2,0,-4,3,0,0,0,-2,-4
5.50,2,-2,12,0,-5,-4,0,-2,-4,0,0,-8
5.53,0,0,4,-4,-5,-12,0,0,0,0,0,-8
5.58,2,5,8,-2,2,0,3,0,-4,3,0,-4
5.61,-5,-5,0,-4,-2,-8,0,3,-4,-2,0,-8
5.66,-2,0,8,-4,-2,-4,3,-2,0,0,2,-8
5.69,0,-2,0,-7,-7,-16,3,-2,-8,3,-2,-8
5.74,2,-2,0,-2,0,-8,-2,-2,-12,0,2,-4
5.77,0,-2,0,-7,0,-4,0,-2,-4,-2,0,-4
5.81,-5,-2,8,-7,-2,-4,3,-4,-8,0,0,0
5.84,-2,-2,8,-4,2,-8,5,0,-8,0,-2,-4
5.89,2,-5,8,-4,2,-4,3,0,0,0,2,-4
5.92,0,0,4,-4,-5,-8,-2,3,0,-2,0,0
5.95,-2,-2,8,-2,-2,-8,5,-2,-8,-2,0,0
5.99,0,0,-4,3,-5,-12,-4,-2,-8,0,-2,-4
6.02,0,-5,4,-4,-2,-4,3,0,-4,0,0,0
6.07,-2,-2,8,-2,0,-4,5,5,-8,3,-2,-4
6.09,-2,0,0,-2,-5,0,3,3,-4,-4,0,-4
6.15,0,-5,4,-7,5,-12,5,0,-8,0,-2,4
6.18,-2,-7,8,0,-2,0,0,-2,-4,0,-5,-8
6.22,4,-2,4,-2,2,-12,8,0,-8,-2,0,-4
6.26,4,-5,4,-4,0,4,5,3,-8,0,-5,-8
6.30,0,-2,4,-7,-2,-8,3,0,-4,3,2,-8
6.33,2,-2,12,0,-2,-4,3,0,-4,3,0,-4
6.38,-2,-5,0,-2,-2,-8,3,0,0,0,-7,-8
6.41,-5,-2,8,0,0,-4,-2,-2,-4,-2,-2,-4
6.45,-2,0,4,-7,-2,-8,0,-2,-12,-2,0,-4
6.48,0,-2,0,-4,-2,-4,3,5,-4,0,-2,-4
6.53,0,0,4,-4,-2,-4,3,-2,-12,0,2,-8
6.58,0,-2,4,-7,-2,0,5,-2,-4,0,-2,-4
6.61,-2,0,8,0,-2,-8,3,0,-8,-2,2,0
6.65,-2,-5,8,-4,0,0,3,-2,-4,-2,-5,-8
6.68,2,-2,8,-4,0,-4,3,-2,-8,3,0,8
6.71,2,-2,0,0,-5,-4,0,0,-4,-2,-2,4
6.76,0,-5,0,-4,-2,-8,3,0,-4,3,0,-4
6.79,-5,0,4,-4,-5,0,3,0,-4,5,0,-8
6.82,2,0,8,0,0,-8,5,3,-8,3,0,-8
6.86,2,-5,4,-2,-2,-8,3,0,-8,3,-5,-4
6.89,2,-5,8,-4,-2,-4,3,-2,-8,3,-2,-8
6.94,-2,-5,8,-2,2,-4,3,-2,-8,3,2,-4
6.97,2,-2,4,-2,0,-8,3,3,-4,-2,2,-4
7.00,-2,0,4,0,0,0,0,-2,-12,-2,-5,0
7.04,-2,-5,8,-2,-2,-8,0,-4,-4,-4,0,-4
7.07,0,0,8,0,0,-4,3,-2,-4,0,-2,-4
7.10,2,-5,4,-4,-5,0,3,0,-4,-2,2,-4
7.14,-2,0,8,0,-2,-4,3,0,0,-2,-5,0
7.17,-2,-2,4,3,-5,-8,5,3,-8,-2,-2,4
7.20,2,-2,8,-4,-2,-8,8,3,4,-2,0,-8
7.24,-2,0,4,0,-2,-4,3,3,-12,0,0,-4
7.30,-2,-5,12,-2,0,-8,3,3,-8,0,-2,-4
7.33,0,-2,8,-7,-5,-12,5,0,-8,0,-2,0
7.37,2,-7,8,-2,0,-8,0,3,-12,0,-2,-4
7.41,0,-2,4,-2,2,-8,-2,-4,0,3,0,-4
7.43,-2,-5,4,-2,-2,-4,5,5,-4,-4,0,-4
7.47,0,-2,4,-2,-2,-8,0,3,4,0,-2,-8
7.50,-2,0,8,-2,0,-8,5,-2,-12,5,0,-11
7.55,0,-2,4,0,0,-4,5,0,-8,0,2,0
7.60,0,-2,4,-2,-2,-16,0,0,-12,3,0,-4
7.63,0,-7,8,-4,-2,-12,5,-2,-4,0,-2,-4
7.68,0,-2,4,-2,-2,-4,3,0,-8,0,0,-4
7.71,-2,-5,0,0,-7,0,3,0,-8,3,-2,-8
7.76,2,-7,8,-2,0,0,-2,-2,-4,0,-5,-8
7.78,0,-2,12,-2,-5,-4,0,-4,-4,-4,2,0
7.81,2,-5,4,-2,-2,-4,5,3,-4,-2,0,-4
7.86,2,-5,4,-2,-5,-4,5,-2,-4,-2,0,0
7.89,2,-5,4,-4,0,-12,5,0,-8,0,-5,-4
7.92,0,-2,0,-4,2,-12,5,0,-8,0,-2,-4
7.96,0,-2,4,-2,0,-8,0,3,-4,0,-2,-4
7.99,0,-2,8,-4,0,-8,3,0,-8,3,0,-8
8.04,-2,-5,4,0,2,-12,0,0,-4,3,-5,0
8.07,2,0,4,-4,2,0,8,0,0,0,-2,-4
8.10,2,-2,0,-4,-5,0,5,5,-4,-2,-2,-4
8.13,0,0,0,0,0,-4,5,-4,-12,0,0,0
8.17,2,-7,8,-2,-5,0,5,3,-8,3,-2,0
8.20,-2,-5,8,-2,-2,0,3,0,-8,3,-2,0
8.25,2,-2,-4,-4,-5,-12,5,-2,-8,0,0,0
8.30,2,-5,8,-4,-5,-4,5,0,4,3,-5,-4
8.33,2,-7,4,-4,-2,-4,3,-2,-8,5,-5,-8
8.38,2,-2,0,-2,-2,-12,-2,3,-4,-4,0,-8
8.41,0,-5,4,0,0,4,3,-2,0,-2,2,-4
8.46,0,-2,4,-2,-2,-4,3,0,-8,0,0,-4
8.49,-2,-2,12,-2,-5,-8,3,0,-8,0,-2,0
8.54,-7,0,4,3,0,-4,0,0,0,3,-2,-4
8.59,2,-2,12,-2,-2,-8,3,0,-4,-2,2,0
8.61,-2,-5,8,-2,-5,0,3,0,0,3,5,-4
8.65,0,-5,4,-2,0,0,0,0,-4,0,-2,-11
8.69,-2,-2,0,-4,-2,-8,0,0,-4,0,2,-8
8.72,4,0,0,0,2,0,3,-4,-8,-2,0,-4
8.77,-2,-2,4,3,-2,-8,3,0,-12,0,-2,0
8.80,2,-2,8,-2,0,-4,3,3,-4,0,0,-8
8.84,2,-2,0,-9,2,-8,8,0,-8,0,0,0
8.88,-2,0,8,-4,-2,-8,3,3,-4,5,2,0
8.93,-2,-5,8,0,2,-12,3,-2,-4,-2,-2,-8
8.96,-5,-2,-4,-2,0,-8,3,-2,-4,-2,5,4
9.00,-2,-5,4,0,2,-4,3,5,-4,-2,-2,0
9.03,2,3,4,-2,0,-8,3,5,0,3,5,0
9.05,-2,-2,0,-2,0,0,0,-2,-4,0,0,-11
9.09,-2,0,8,-2,0,-8,3,0,-8,0,0,-4
9.13,2,-5,12,-4,-2,-8,3,-2,0,-2,0,-11
9.16,0,0,4,-7,0,0,3,3,-8,-2,0,0
9.19,0,-2,4,-2,-2,0,5,-2,-4,0,0,-4
9.23,2,0,8,0,0,0,8,0,-8,0,0,-8
9.26,-5,-2,4,3,2,-8,8,0,-8,3,0,-8
9.31,0,-2,8,-4,0,-4,5,0,-12,3,2,-4
9.35,0,0,4,-4,-2,-4,3,0,0,0,-2,-8
9.39,2,-7,8,-4,0,-4,0,-2,-8,8,-2,-4
9.42,2,-2,-4,-2,-2,-4,-2,-2,-4,0,2,-4
9.45,2,-2,12,-2,0,-4,3,0,-4,3,-2,0
9.48,-2,-5,0,-2,-2,4,8,3,-8,3,-2,-4
9.52,-2,0,4,-2,-2,-4,0,0,-8,-4,-2,0
9.54,0,0,12,-4,0,-8,5,3,-8,0,-2,-8
9.58,2,0,4,-2,-2,-4,-2,3,-8,-2,2,-4
9.61,0,0,4,-2,0,0,3,3,-8,3,-5,0
9.65,2,0,8,-2,-2,-8,3,0,-12,0,0,-4
9.67,-5,-2,8,-4,-2,-8,3,0,-4,5,0,4
9.73,-5,-2,4,3,0,0,3,-4,-4,0,2,-4
9.78,-2,0,0,-4,-5,-4,3,0,-8,0,0,0
9.81,2,0,4,-2,0,-8,-4,5,0,-2,-2,-8
9.85,-2,-2,4,-2,2,-8,3,3,0,-2,2,0
9.88,-2,0,4,-2,0,-8,0,0,-8,0,-2,-4
9.91,2,-2,0,-7,2,0,3,3,0,-2,0,-8
9.94,0,0,4,-4,2,-8,3,0,-8,-2,0,0
9.99,-2,-2,4,-2,-2,-8,0,-2,-8,3,0,-4
10.01,-2,-2,12,-7,-5,0,0,3,-4,5,0,0
10.04,0,0,0,-2,2,-4,0,0,-8,0,-2,-4
10.08,-2,-2,4,-2,-2,-4,5,-4,-8,3,0,-4
10.11,0,-2,4,-4,0,-4,0,8,-4,0,0,-4
10.16,0,3,4,-4,-2,-12,3,-2,-4,-2,0,-4
10.19,-2,0,4,-7,-2,-4,5,0,-4,3,2,-8
10.23,2,5,4,-4,0,-8,-2,0,-4,0,0,-4
10.26,2,-5,4,-4,-2,-4,3,0,-8,-2,-2,-8
10.29,-5,0,4,-4,0,-4,3,0,0,3,2,-4
10.33,-2,-7,-10,-4,2,-8,0,-2,-4,0,0,-8
10.38,0,0,8,-7,-2,0,3,0,0,-2,-2,-4
10.41,0,-5,0,-4,0,-4,0,3,-8,3,-2,-4
10.45,2,-2,0,-2,-2,-4,-2,3,-4,-2,-2,-4
10.48,-2,-2,8,-4,0,-8,0,-2,0,0,0,0
10.52,-2,0,0,-4,-2,-4,5,3,-8,0,-2,-4
10.57,-2,0,8,-2,-2,-8,3,0,-4,3,-5,-8
10.62,2,-2,8,-4,0,-8,3,0,0,0,2,4
10.65,2,-2,4,-2,0,0,5,3,-8,0,2,0
10.70,0,-2,4,-4,2,0,3,0,4,0,2,-4
10.75,2,3,0,-4,0,0,0,3,0,-2,-2,-8
10.78,0,-5,0,-4,2,-4,3,-2,-4,-2,0,-8
10.82,2,0,8,-4,2,0,3,-4,-4,0,0,0
10.85,0,-2,4,-2,-2,0,5,0,-8,-2,0,-4
10.90,-2,0,8,0,-2,-4,5,0,4,0,-2,-8
10.93,0,-2,8,-2,-2,-8,3,0,-4,0,2,-4
10.97,4,0,4,-2,-2,-8,5,-2,-4,-2,-2,-4
11.02,-5,-2,0,-2,-5,0,3,-2,-4,3,-2,-8
11.05,0,-5,4,3,0,-4,0,3,0,0,0,-4
11.09,2,0,8,-2,0,-8,5,3,-8,-2,0,-8
11.13,-5,3,4,-4,5,-4,3,0,0,0,2,-4
11.17,2,-2,8,-2,0,-4,3,0,-4,3,2,-4
11.20,-7,-2,8,-7,2,-8,-2,3,0,3,2,-8
11.24,0,0,8,0,-5,0,-2,3,-4,0,2,-8
11.27,-2,0,8,-4,2,-4,5,0,-8,0,0,-4
11.31,-5,-5,8,-7,0,-4,5,3,-8,-2,5,-8
11.34,0,-2,4,-4,2,-4,0,3,0,3,2,-8
11.37,2,3,12,0,0,-8,0,3,0,3,2,-8
11.41,-2,-2,4,0,0,-12,3,3,-4,3,-2,-8
11.44,4,0,-4,0,0,-4,8,0,-12,-2,0,-4
11.49,0,-2,4,-4,0,0,3,3,-4,-2,0,-8
11.52,2,0,4,-2,-2,-8,0,3,0,0,2,-8
11.55,0,0,4,-2,-2,0,3,-2,0,3,2,0
11.59,0,-2,0,-4,2,-4,3,0,-8,-2,-2,-4
11.61,0,-2,8,0,0,-8,0,3,-4,3,2,0
11.64,0,-2,8,-7,2,-8,3,0,-4,0,0,-8
11.69,0,-5,12,-2,5,0,3,3,-4,0,-2,-4
11.72,2,-5,8,-7,0,-8,0,3,-4,0,2,-4
11.76,2,3,4,-4,0,-4,5,0,-4,0,0,-11
11.79,0,-2,4,-7,0,-8,0,0,0,0,0,0
11.84,2,-7,0,-9,-5,-8,3,0,-4,3,-2,-4
11.86,0,-5,12,-2,-2,0,0,3,-8,0,0,-11
11.89,2,-5,8,-2,2,0,0,0,0,0,2,-4
11.93,0,0,4,-4,2,-4,3,0,0,3,0,0
11.96,4,-5,12,0,0,-4,5,0,-4,-2,0,0
11.99,-5,3,4,-2,0,-4,3,0,0,-4,2,-11
12.03,0,-2,8,-2,-2,-4,0,-2,-8,3,5,0
12.06,-2,0,4,-2,0,-4,0,5,-12,-4,-2,-4
12.10,-2,-9,4,-4,0,-8,0,8,-8,0,0,0
12.13,-2,-2,0,-7,0,-8,-2,3,-4,0,-2,-8
12.18,0,-2,8,-4,0,0,5,0,0,-2,0,-8
12.21,2,3,8,0,0,-8,5,3,-4,0,0,-8
12.25,0,0,4,-4,2,-4,3,-2,-4,0,0,-4
12.29,2,-2,8,-2,2,0,5,0,0,-2,0,-11
12.32,0,0,4,-4,0,-4,5,5,-4,-2,-2,-8
12.36,2,3,4,-7,0,-8,3,-2,-4,0,2,0
12.40,-2,-5,12,-2,-2,-8,-2,3,-8,-4,0,-4
12.43,0,3,4,0,-2,-4,3,3,0,-2,2,-4
12.48,2,-5,4,-2,-5,-8,3,5,-4,0,0,4
12.53,-2,3,-4,-4,0,-12,0,-2,-4,0,-5,-4
12.56,0,-5,4,-2,-2,-4,-2,5,0,-2,0,-4
12.60,0,-2,4,-4,2,-12,-2,3,-8,3,2,-4
12.62,2,0,8,-2,-2,0,-2,5,-8,3,5,-11
12.65,0,0,8,-2,-2,-12,3,0,0,-2,0,-4
12.69,-2,-2,-4,-4,2,-8,0,5,-4,3,2,-4
12.72,0,-2,-4,-4,2,-4,3,3,-12,-2,2,-8
12.77,0,-2,8,-2,2,0,-2,3,-12,3,-5,-8
12.82,-7,3,4,-2,2,-8,3,0,-12,0,2,-8
12.85,2,3,8,-2,0,-8,0,0,-8,3,2,0
12.89,0,0,4,-4,0,-8,-2,-2,4,5,0,-4
12.92,0,-2,8,-2,0,0,0,3,-8,0,2,-4
12.96,0,0,12,-7,2,-4,-2,3,-4,3,0,-8
12.99,-2,-2,8,0,-2,-8,3,0,-4,5,2,-8
13.02,-2,0,0,0,0,-8,0,0,-4,-4,5,-8
13.06,-2,-2,4,-2,-2,-4,3,0,0,3,2,0
13.09,0,0,4,0,0,-8,3,0,-8,3,0,-4
13.14,2,3,0,-2,2,-8,3,0,-8,3,-2,-8
13.17,-5,0,0,-4,0,0,3,3,-4,-4,0,-4
13.21,2,-5,4,-2,2,-8,0,5,-4,3,0,-8
13.24,-2,-2,8,-4,0,0,0,3,-8,-2,0,-8
13.29,-2,0,4,-4,0,-4,3,5,-4,0,0,-4
13.32,-5,-2,4,-2,0,-4,3,0,-4,0,0,-8
13.36,2,-2,0,-4,0,-8,3,3,-4,0,0,-4
13.41,-5,-2,4,-7,0,-4,-2,0,-4,-2,-5,0
13.44,0,-5,8,-4,0,0,3,-2,0,-4,5,-4
13.48,2,-2,0,-2,0,0,3,0,-8,-2,2,-4
13.51,-2,0,4,-4,-5,-4,5,3,-4,0,0,0
13.56,-2,-2,12,-4,-5,0,0,0,-4,-2,-2,4
13.61,-5,-2,4,-2,-2,4,3,3,-4,0,-2,0
13.66,-2,-5,4,-4,-2,-4,3,0,0,-2,2,0
13.71,-7,-2,8,-2,-2,0,-2,-2,-4,0,0,0
13.75,-2,-2,4,-4,0,0,0,-2,0,-4,-2,0
13.80,0,-5,8,-7,-2,-4,0,0,-4,0,-2,0
13.85,-5,-5,8,-4,-2,-4,-2,0,0,0,-2,0
13.88,0,-2,8,-4,-2,-8,3,0,-8,3,-5,-4
13.92,2,-7,8,-4,-5,4,0,-2,4,0,0,-4
13.97,0,-2,8,-2,-2,8,3,-2,0,-2,0,0
14.02,-2,-5,12,-4,-7,0,3,0,4,0,-2,0
14.06,-5,-7,12,-4,-2,4,3,0,0,0,-2,-4
14.09,2,-2,16,-2,-2,0,3,-2,0,-2,-5,0
14.14,2,-5,16,-2,-2,-4,3,-2,12,-2,-5,0
14.19,2,-7,12,-4,0,-4,0,-2,-4,3,-2,0
14.22,0,-5,12,-4,-2,0,8,-2,0,3,-2,4
14.26,-5,-5,12,0,0,0,3,0,0,3,2,0
14.31,0,-2,4,-2,0,-4,3,-2,-8,3,2,0
14.36,2,0,4,3,0,-12,3,5,4,5,0,-8
14.39,2,-2,4,0,0,0,5,5,-4,3,5,-4
14.44,0,0,8,-4,5,-8,3,5,-4,5,0,-4
14.47,4,5,4,0,2,-4,3,0,-8,0,2,4
14.51,2,-2,4,3,5,-4,5,5,-4,8,2,-4
14.53,0,0,0,5,2,4,5,5,-4,10,5,0
14.58,2,0,12,5,5,-12,5,5,-12,3,2,-4
14.61,0,0,4,-2,5,-4,3,3,-8,5,5,-4
14.64,6,0,8,0,2,-4,8,10,-8,3,2,-8
14.69,0,0,8,0,2,-8,5,5,-4,-2,2,-4
14.74,0,0,4,0,2,-12,0,3,-4,5,2,-4
14.77,0,0,12,-2,0,-4,8,5,4,3,2,-8
14.81,0,0,4,3,0,-4,5,5,0,8,2,-4
14.84,2,0,8,0,0,-4,3,3,-4,3,2,-8
14.87,0,3,12,0,2,-8,5,5,0,5,7,-4
14.91,4,0,4,-4,5,-4,5,3,0,3,2,4
14.94,2,3,8,0,0,-8,5,8,-8,5,2,-4
14.98,4,3,8,-4,2,-4,5,5,0,3,2,0
15.02,0,0,4,0,0,0,5,5,-4,3,0,-8
15.06,2,0,4,0,2,-4,10,5,-4,3,0,0
15.11,0,3,8,-2,5,-12,3,5,-4,3,2,4
15.14,2,5,4,0,2,-4,3,3,0,5,0,-8
15.19,-2,0,-4,-2,-2,-8,5,5,-8,3,2,-4
15.22,2,-2,8,0,5,-4,5,8,-8,3,0,-4
15.26,4,0,16,-4,0,-4,10,3,-8,3,5,0
15.29,-2,5,4,0,2,-8,3,5,0,3,0,4
15.32,2,0,8,-2,5,0,-2,3,0,5,5,0
15.36,2,-2,12,5,0,-4,10,3,0,0,0,4
15.39,0,-2,12,0,0,0,3,3,-4,0,2,-4
15.44,-2,-7,12,-2,0,0,0,0,-4,5,0,4
15.47,0,-2,8,0,-2,-4,8,0,0,3,-2,0
15.51,0,-9,8,0,0,-8,3,5,4,0,0,0
15.53,0,3,12,0,-2,4,3,5,0,3,0,0
15.58,2,-2,8,0,-2,4,8,-4,0,5,0,0
15.61,0,3,16,0,-2,0,5,0,0,3,2,0
15.66,0,-5,12,0,2,0,10,0,8,0,0,4
15.69,2,-5,16,-2,-2,0,5,0,-4,3,2,4
15.73,2,0,12,3,0,4,5,0,4,5,0,4
15.76,4,-2,8,3,0,4,8,-2,0,5,-5,0
15.80,4,-2,16,0,-2,-4,5,0,-8,8,-2,8
15.85,2,-7,16,3,-2,0,8,0,-4,0,0,4
15.90,2,0,16,0,-2,-4,8,3,0,5,-2,4
15.95,6,0,12,3,2,-4,3,3,4,5,0,4
15.98,2,0,20,0,2,-4,10,0,4,5,5,-8
