Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
44.88,-5,17,-4,-9,19,-22,-7,24,-19,0,19,-19
44.92,0,17,-4,-9,19,-8,-2,24,-8,-2,24,-11
44.95,-5,19,-10,-2,19,-16,3,22,-12,-4,24,-15
44.99,-5,19,-7,-2,19,-19,0,24,-15,-4,26,-15
45.03,-7,19,-7,-2,22,-12,3,22,-12,-4,19,-15
45.06,2,22,-4,-7,19,-16,3,27,-4,-2,19,-19
45.10,0,15,-4,-4,22,-16,0,24,-15,3,24,-11
45.13,6,17,-4,0,22,-4,3,24,-12,5,24,-15
45.17,0,22,-7,0,24,-19,3,24,-12,3,26,-15
45.21,4,19,-4,3,24,-12,5,17,-15,5,22,-11
45.25,0,19,0,0,19,-8,3,22,-8,3,22,-11
45.28,-5,15,-4,-7,17,-8,-4,17,-19,-4,19,-15
45.32,-7,15,0,-14,14,-8,-4,15,-19,-4,14,-15
45.36,-10,12,0,-14,14,-8,-4,15,-8,-9,12,-4
45.39,-14,12,0,-16,12,-12,-16,10,0,-14,14,-8
45.43,-14,10,-4,-16,10,-8,-9,8,-4,-14,10,-11
45.46,-19,12,0,-19,12,-8,-9,10,-15,-14,10,-11
45.50,-12,7,-10,-14,12,-12,-9,15,-15,-12,14,-11
45.53,-10,7,-7,-16,12,-8,-9,15,-19,-12,12,-27
45.56,-10,17,-10,-14,14,-16,-7,17,-15,-4,17,-19
45.60,-5,19,-4,-12,14,-19,-4,15,-19,-9,17,-19
45.63,-10,12,-4,-12,14,-16,-9,12,-19,-7,12,-19
45.67,-5,15,-7,-9,17,-16,-9,15,-15,-9,19,-23
45.70,-2,15,-4,-7,17,-12,-4,15,-19,-4,19,-19
45.74,-5,15,-10,-9,19,-22,0,17,-23,-7,14,-23
45.77,-7,17,-10,-7,17,-19,-2,22,-19,-4,22,-23
45.81,-2,15,-7,-2,17,-16,-2,17,-15,-2,14,-15
45.84,-7,19,-10,-7,19,-19,-4,20,-15,-2,17,-23
45.88,-2,17,-7,-9,19,-26,0,20,-19,-2,17,-19
45.92,-2,17,0,-9,17,-16,0,22,-19,-4,22,-19
45.95,0,15,-7,-4,19,-8,-2,20,-8,3,17,-19
45.99,-2,15,-10,-7,14,-19,-4,17,-23,-4,14,-15
46.02,-12,15,-7,-14,14,-12,-9,17,-12,-9,10,-15
46.06,-14,7,-4,-16,7,-16,-12,8,-12,-12,7,-15
46.09,-14,7,-4,-19,10,-16,-9,12,-15,-14,5,-4
46.13,-19,5,-4,-16,7,-12,-14,10,-12,-16,5,-8
46.17,-19,5,-4,-21,7,-12,-12,8,-12,-16,5,-11
46.20,-12,7,4,-16,5,-12,-12,8,-15,-16,5,-19
46.24,-12,12,-4,-16,10,-12,-9,15,-19,-9,12,-19
46.27,-5,15,-7,-9,14,-16,-2,12,-23,-7,12,-15
46.31,-7,10,0,-9,17,-19,-4,12,-23,-4,14,-19
46.34,-7,10,-7,-9,19,-26,-2,15,-23,-7,14,-19
46.38,-10,10,-7,-12,14,-19,-2,15,-27,-4,14,-23
46.41,-7,17,-7,-9,12,-22,0,15,-19,-7,12,-19
46.45,-10,12,-10,-7,14,-16,3,15,-19,-4,10,-19
46.48,-5,17,-14,-7,12,-22,0,17,-27,-2,12,-23
46.52,-5,12,-10,-7,14,-26,0,12,-23,0,19,-15
46.56,-5,12,-14,-7,17,-19,8,15,-27,-2,14,-19
46.59,-5,15,-10,-4,14,-22,5,17,-23,-2,10,-19
46.62,-5,12,-7,-4,12,-19,8,15,-23,0,14,-19
46.66,0,12,-7,-4,17,-16,8,17,-31,5,14,-23
46.70,-2,17,-7,5,17,-19,5,15,-23,0,14,-19
46.74,0,12,-10,0,17,-19,8,10,-23,3,10,-19
46.77,-5,12,-4,-4,14,-16,3,12,-23,-4,14,-15
46.81,-10,5,-7,-12,10,-19,-2,12,-15,-7,10,-11
46.84,-17,3,0,-19,7,-12,-7,10,-12,-12,2,-11
46.88,-17,-2,4,-24,0,-8,-9,8,-12,-14,7,-8
46.92,-19,0,0,-21,0,-12,-14,5,-15,-12,0,-15
46.96,-22,0,0,-19,2,-12,-19,8,-8,-14,5,-11
46.99,-19,5,4,-19,10,-12,-14,10,-19,-12,7,-15
47.03,-17,7,-10,-14,14,-16,-7,15,-15,-9,12,-23
47.06,-2,12,-10,-9,19,-19,0,17,-23,3,14,-27
47.09,-5,10,-4,0,14,-26,8,17,-23,5,12,-23
47.13,-2,15,-4,-2,14,-16,5,17,-23,5,17,-19
47.17,-2,17,-10,-4,17,-19,5,12,-27,3,14,-15
47.21,-2,15,-10,-2,19,-26,0,20,-27,3,14,-19
47.24,2,15,-7,-4,14,-22,8,15,-23,5,19,-23
47.28,0,12,-10,-4,22,-22,5,17,-23,3,14,-19
47.31,0,12,-10,-4,17,-26,10,17,-19,0,14,-23
47.34,2,17,-7,0,14,-22,8,17,-19,0,14,-19
47.38,-7,12,-7,-9,14,-19,3,15,-27,-2,17,-23
47.41,-10,5,-4,-19,10,-22,-4,15,-15,-12,12,-11
47.45,-14,3,-4,-16,10,-26,-12,15,-15,-14,10,-11
47.49,-14,5,4,-19,5,-12,-12,10,-8,-14,5,-15
47.53,-14,10,8,-14,5,-12,-4,8,-12,-7,7,-4
47.56,-14,7,-4,-14,12,-8,-4,12,-15,-9,10,-8
47.59,-10,7,0,-9,12,-16,-2,17,-12,-4,14,-19
47.63,-5,15,-4,-7,12,-19,3,15,-23,-7,14,-15
47.66,2,15,-10,0,14,-22,5,15,-23,3,12,-27
47.70,-2,15,-14,3,14,-26,5,20,-23,5,17,-23
47.74,-2,15,-10,-4,14,-26,0,15,-27,-4,17,-19
47.77,-2,15,-7,-7,17,-22,8,15,-27,0,17,-23
47.81,-5,17,-7,-12,19,-26,-2,17,-31,0,12,-19
47.84,-2,15,-10,-7,17,-19,3,15,-23,3,14,-27
47.88,-2,15,-7,-9,12,-22,3,15,-23,0,12,-19
47.92,-5,15,-14,-9,12,-26,0,15,-23,-2,14,-27
47.95,-10,12,-10,-7,14,-19,0,17,-23,-2,14,-23
47.99,-5,15,-10,-2,12,-26,-4,12,-23,0,14,-27
48.02,-10,15,-7,-7,14,-22,0,17,-27,-4,14,-23
48.06,-7,12,-10,-12,17,-19,-2,15,-23,-4,12,-27
48.09,-7,15,-10,-7,14,-26,-2,12,-27,-4,14,-27
48.13,-7,10,-10,-9,12,-19,-2,17,-23,-2,14,-23
48.16,-7,15,-14,-7,14,-26,-2,12,-19,-4,12,-23
48.20,-5,12,-10,-9,14,-22,-2,12,-23,-2,12,-27
48.23,-7,12,-14,-12,12,-26,3,12,-23,-9,12,-23
48.27,-7,10,-10,-9,12,-19,0,8,-23,-4,12,-23
48.30,-5,10,-14,-9,10,-19,3,15,-31,0,14,-27
48.33,-2,15,-14,-12,12,-22,-4,15,-19,-4,12,-23
48.37,-2,12,-14,-4,17,-26,-2,15,-19,3,14,-23
48.40,-5,12,-14,-7,17,-26,0,17,-27,-9,17,-27
48.44,-5,12,-10,-9,17,-19,0,12,-23,-4,12,-23
48.47,-2,17,-7,-7,12,-16,0,10,-27,-2,12,-23
48.51,-7,17,-10,-9,14,-26,0,22,-27,-4,12,-27
48.55,-5,15,-7,-4,10,-26,-2,15,-27,-2,14,-23
48.60,-10,10,-10,-9,22,-30,-2,17,-27,-2,17,-19
48.63,-7,10,-10,-4,19,-26,0,15,-23,0,14,-27
48.67,-5,15,-18,-4,12,-22,0,17,-27,0,14,-23
48.70,-7,12,-7,-12,14,-22,0,12,-31,-2,17,-27
48.74,-2,12,-14,-9,14,-19,-2,15,-31,-4,14,-23
48.77,-7,12,-7,-7,12,-26,-4,15,-23,0,14,-23
48.81,-2,17,-14,-7,17,-22,0,12,-23,3,14,-23
48.85,-5,10,-4,-7,17,-22,3,12,-27,-2,10,-31
48.88,-5,10,-14,-2,12,-30,-2,15,-31,-4,14,-27
48.92,-5,12,-10,-4,17,-22,0,12,-27,-2,17,-23
48.95,-2,12,-10,-4,17,-26,0,15,-23,0,12,-27
48.99,-2,15,-7,-7,14,-19,3,15,-23,0,14,-27
49.02,-5,15,-14,-4,17,-30,0,15,-23,-4,12,-19
49.05,0,12,-14,-7,17,-30,0,12,-23,0,12,-23
49.09,-5,10,-4,-2,14,-22,0,15,-31,-7,17,-19
49.13,-2,12,-14,-4,14,-22,3,15,-23,-4,14,-23
49.18,-2,15,-14,-4,19,-22,0,20,-27,-2,14,-23
49.21,-2,12,-14,0,10,-30,3,12,-27,-2,14,-27
49.25,-2,15,-14,-7,14,-19,0,17,-27,5,14,-23
49.29,0,17,-14,-7,14,-22,8,15,-27,-4,12,-19
49.32,-2,12,-14,-4,17,-30,3,12,-23,0,14,-23
49.36,0,10,-10,-4,14,-26,3,15,-23,0,17,-27
49.39,2,17,-18,0,17,-30,3,12,-27,-2,19,-23
49.43,-2,12,-10,-2,14,-26,5,17,-31,5,14,-19
49.46,0,12,-10,3,19,-22,10,15,-27,3,12,-31
49.50,2,17,-14,-2,12,-30,8,17,-27,5,19,-27
49.53,4,15,-18,-2,19,-34,10,17,-27,5,17,-23
49.57,2,15,-18,0,17,-30,10,17,-27,5,14,-23
49.61,4,17,-18,3,17,-38,10,17,-27,5,12,-23
49.64,9,15,-10,5,14,-22,8,17,-27,8,14,-23
49.67,2,17,-14,5,17,-22,10,17,-23,5,22,-31
49.71,-5,17,-10,-4,22,-19,5,17,-15,0,12,-23
49.75,-7,12,-4,-9,14,-16,-7,15,-15,-7,14,-11
49.78,-12,5,-4,-14,10,-16,-9,12,-12,-9,10,-11
49.82,-17,5,0,-19,2,-8,-14,12,-12,-14,7,-8
49.85,-19,7,-4,-19,5,-8,-14,8,-15,-19,5,-11
49.89,-19,3,0,-19,7,-16,-14,12,-15,-12,7,-8
49.92,-12,7,-4,-12,12,-16,-2,10,-15,-12,12,-15
49.95,-10,15,-4,-9,17,-12,0,17,-19,-4,12,-19
49.99,-2,19,-14,-2,17,-22,10,20,-19,3,17,-19
50.03,2,17,-10,3,17,-19,12,22,-23,3,19,-19
50.07,2,17,-14,-2,22,-19,10,22,-23,5,19,-19
50.10,4,17,-10,0,17,-22,10,20,-19,3,19,-15
50.13,4,22,-10,3,17,-22,10,22,-19,8,14,-19
50.17,6,22,-4,0,19,-26,12,24,-15,8,22,-19
50.20,2,17,-10,5,19,-22,10,22,-19,8,17,-19
50.24,4,19,-14,3,22,-26,12,24,-23,10,19,-23
50.27,6,17,-10,3,17,-26,12,17,-19,12,19,-19
50.31,6,19,-7,5,19,-22,17,22,-23,8,22,-23
50.34,6,17,-14,5,22,-16,15,24,-23,12,19,-23
50.38,4,17,-7,3,22,-26,17,22,-27,15,19,-15
50.41,9,17,-14,5,19,-16,15,22,-19,15,24,-19
50.45,9,17,-4,8,19,-19,15,24,-19,10,22,-15
50.48,9,19,-4,8,19,-22,15,24,-23,12,19,-27
50.52,9,17,-10,8,17,-19,20,24,-19,10,22,-19
50.55,6,19,-4,0,19,-16,10,20,-19,10,19,-19
50.59,-2,15,-4,-4,14,-16,3,20,-15,0,19,-8
50.63,0,19,-4,-4,14,-12,5,17,-15,-2,17,-8
50.67,-7,10,4,-9,14,-8,3,20,-12,-2,14,-8
50.71,-5,15,-4,-7,14,-4,5,17,-4,-2,17,-8
50.75,-2,12,0,-12,14,-8,0,17,-4,-2,10,-11
50.79,-5,12,12,-12,14,0,8,20,-4,3,17,-8
50.83,-5,12,0,-4,17,-12,0,20,0,-2,19,0
50.87,0,19,4,-7,22,-12,0,22,-15,3,22,-11
50.90,4,17,0,-2,24,-12,10,22,-23,8,24,-15
50.94,6,17,-10,8,17,-19,15,22,-23,15,19,-23
50.97,14,15,-4,10,22,-16,22,20,-27,17,19,-19
51.01,11,17,-4,10,24,-19,20,22,-23,15,22,-19
51.04,6,19,-10,5,17,-22,17,22,-27,12,22,-19
51.07,9,12,-4,10,22,-26,20,22,-27,12,22,-27
51.10,4,22,-14,10,22,-19,17,22,-35,15,19,-23
51.14,9,19,-10,8,19,-16,17,20,-15,12,19,-19
51.17,11,17,-10,12,17,-19,17,17,-23,8,26,-23
51.21,9,17,-7,10,17,-19,20,22,-23,15,19,-19
51.24,11,17,-14,5,19,-19,22,22,-23,17,22,-19
51.27,6,19,-10,10,19,-26,20,17,-31,12,22,-19
51.31,9,19,-14,10,19,-26,20,24,-27,15,24,-19
51.35,11,22,-10,12,19,-26,20,22,-27,17,22,-27
51.39,6,22,-14,10,22,-22,20,22,-39,15,22,-23
51.42,14,19,-14,12,22,-26,20,20,-31,17,19,-23
51.45,14,19,-10,15,19,-26,22,20,-27,15,19,-27
51.48,11,19,-18,10,24,-26,27,22,-23,15,19,-27
51.51,16,17,-10,15,22,-26,17,17,-27,17,22,-31
51.55,18,22,-18,12,22,-26,22,22,-23,15,24,-23
51.60,11,22,-14,10,22,-30,22,22,-31,20,19,-31
51.63,16,19,-10,10,22,-30,22,24,-23,20,22,-23
51.67,14,17,-10,10,22,-22,22,22,-27,17,19,-27
51.71,11,22,-10,10,24,-26,24,20,-31,15,22,-27
51.74,9,22,-14,8,22,-26,17,20,-27,17,17,-23
51.77,11,22,-14,12,19,-19,17,20,-31,17,19,-23
51.81,9,17,-14,12,19,-26,20,22,-31,15,19,-27
51.84,6,15,-14,8,22,-22,15,27,-31,12,19,-23
51.87,-5,17,-14,-7,22,-22,10,22,-23,3,22,-15
51.91,-7,15,-4,-9,19,-19,5,22,-15,-2,19,-19
51.94,-10,15,-4,-7,17,-16,-2,22,-19,-4,17,-15
51.98,-5,10,0,-9,10,-4,-4,17,-15,-9,19,-11
52.02,-5,12,0,-12,14,-16,0,15,-12,0,17,-11
52.06,-2,12,-4,-4,14,-22,3,17,-15,0,17,-15
52.09,-2,17,-10,0,17,-22,5,20,-23,5,19,-27
52.12,4,17,-14,5,14,-26,15,15,-27,10,17,-31
52.15,4,19,-14,3,17,-19,12,12,-35,10,14,-27
52.19,6,15,-22,3,12,-22,12,20,-35,10,14,-23
52.23,2,15,-14,5,17,-34,12,17,-23,8,17,-23
52.26,2,15,-18,0,14,-26,10,17,-31,10,14,-31
52.29,2,17,-18,0,19,-30,12,15,-31,3,12,-23
52.33,-2,12,-10,3,12,-22,8,12,-35,5,14,-31
52.37,2,17,-18,-4,12,-26,8,17,-31,5,17,-35
52.40,-2,10,-10,-7,17,-22,0,12,-27,0,10,-15
52.44,-5,15,-14,-4,14,-26,3,15,-27,-2,14,-27
52.47,-5,15,-10,-4,12,-22,3,17,-31,0,7,-19
52.51,-7,12,-14,-7,12,-22,-4,15,-31,-2,12,-27
52.54,-14,7,-14,-9,12,-22,-4,12,-27,-4,7,-23
52.58,-12,7,-10,-16,7,-22,-4,10,-27,-12,7,-15
52.62,-14,5,-4,-14,7,-16,-12,10,-12,-12,10,-15
52.65,-14,7,4,-16,5,-8,-9,8,-8,-12,5,-8
52.69,-12,5,0,-16,5,-12,-9,8,-8,-9,5,-11
52.73,-12,5,4,-19,7,-12,-7,12,-12,-12,12,-11
52.77,-7,10,8,-4,10,-16,-4,12,-15,-7,14,-15
52.80,-5,17,-4,-7,19,-22,5,12,-23,0,17,-19
52.84,2,15,-14,0,19,-22,3,15,-12,3,17,-23
52.87,2,15,-10,0,14,-19,5,22,-27,0,19,-15
52.91,0,15,-10,-2,19,-19,3,17,-19,0,14,-19
52.95,2,19,-10,0,12,-22,5,20,-15,-2,14,-19
52.98,0,17,-14,-2,17,-19,0,15,-23,0,17,-19
53.02,2,12,-10,-2,17,-16,5,17,-15,-2,17,-19
53.06,0,17,-10,-2,17,-22,0,17,-19,0,12,-19
53.09,0,15,-14,-2,17,-19,3,20,-23,-2,17,-19
53.13,4,15,-10,-2,17,-16,3,22,-23,3,17,-15
53.16,0,12,-10,0,12,-22,8,12,-23,3,22,-19
53.20,2,17,-14,-2,17,-16,3,15,-23,3,12,-19
53.24,-2,22,-10,-2,17,-26,3,20,-23,0,17,-15
53.27,0,15,-10,0,12,-22,3,20,-23,0,19,-15
53.31,2,15,-7,-2,17,-22,5,20,-15,3,14,-23
53.35,-2,17,-10,-4,17,-19,3,15,-19,3,12,-23
53.38,2,10,-10,-4,14,-19,0,12,-19,5,22,-19
53.42,2,12,-14,0,14,-22,0,20,-19,-2,17,-15
53.46,2,15,-7,3,17,-26,8,17,-19,0,17,-19
53.49,0,12,-14,-2,17,-16,10,17,-19,0,14,-23
53.53,-2,15,-10,0,10,-12,3,15,-27,3,14,-19
53.56,0,15,-7,-4,17,-22,8,12,-23,0,14,-15
53.60,2,12,-10,-2,17,-22,3,17,-19,3,14,-19
53.64,-2,15,-7,0,14,-30,5,20,-27,3,14,-23
53.67,2,17,-7,0,14,-22,3,22,-23,-2,14,-19
53.71,-2,15,-10,-4,17,-19,5,22,-19,3,17,-23
53.75,-2,15,-7,-4,17,-30,5,17,-23,3,17,-19
53.79,0,12,-14,0,14,-12,8,12,-19,3,22,-23
53.82,0,15,-10,-4,17,-22,-2,17,-19,3,14,-15
53.85,0,12,-10,-2,14,-26,0,15,-19,-2,12,-19
53.89,4,15,-10,3,17,-19,5,12,-15,3,22,-19
53.93,4,17,-14,-2,19,-19,5,17,-19,0,17,-19
53.96,0,15,-7,-2,14,-26,5,17,-19,5,14,-19
54.00,2,15,-10,-4,12,-26,3,15,-23,3,14,-19
54.04,0,10,-10,-7,17,-26,5,17,-19,8,14,-19
54.08,2,12,-7,-2,17,-22,3,20,-23,-2,17,-19
54.11,2,19,-14,-7,14,-26,3,15,-15,-2,17,-23
54.15,2,17,-10,-4,19,-26,5,17,-23,3,17,-15
54.18,2,17,-4,-2,17,-19,3,15,-19,0,14,-23
54.22,2,15,-10,0,17,-16,3,17,-23,5,14,-19
54.26,0,12,-7,-2,12,-26,3,17,-23,3,14,-15
54.29,2,15,-7,3,14,-22,5,20,-19,3,12,-23
54.33,2,17,-10,-2,14,-22,5,12,-19,3,19,-15
54.37,0,15,-10,-2,17,-22,3,20,-23,3,17,-19
54.40,4,15,-10,0,14,-16,3,15,-23,5,17,-23
54.44,0,19,-10,-2,19,-26,3,22,-27,0,14,-19
54.47,2,12,-10,-4,19,-26,3,15,-27,5,14,-23
54.51,0,12,-10,-4,12,-22,8,22,-27,3,14,-23
54.55,2,17,-10,-2,17,-22,3,15,-19,3,17,-23
54.58,0,15,-4,-4,19,-26,0,15,-27,-2,12,-19
54.62,2,15,-10,-4,14,-22,3,20,-23,5,17,-19
54.65,0,12,-14,0,17,-22,5,17,-27,-2,17,-15
54.69,0,12,-14,-4,14,-22,5,20,-23,3,14,-15
54.72,2,15,-10,3,17,-12,5,20,-23,-2,14,-23
54.76,-2,17,-7,0,12,-22,3,22,-27,0,12,-23
54.79,2,17,-7,-4,19,-19,3,17,-27,3,12,-15
54.83,0,17,-14,-2,17,-22,5,15,-23,0,19,-31
54.87,2,10,-4,-7,17,-26,3,20,-19,0,17,-23
54.91,0,17,-18,-4,14,-26,3,17,-27,3,19,-19
54.94,2,15,-14,-2,14,-19,5,20,-23,0,14,-23
54.97,0,17,-10,0,14,-26,5,12,-31,3,17,-15
55.01,2,15,-14,-7,14,-26,3,20,-23,0,19,-27
55.05,2,12,-14,0,14,-19,3,17,-27,-2,17,-19
55.09,0,15,-14,3,14,-26,5,15,-23,-4,12,-23
55.12,0,15,-10,3,12,-26,5,17,-23,5,14,-19
55.16,-2,17,-7,-2,17,-19,5,15,-23,3,19,-23
55.19,-2,12,-10,-4,17,-26,5,20,-19,3,14,-23
55.23,2,15,-10,0,17,-19,3,17,-23,5,17,-19
55.27,0,15,-7,-2,17,-22,8,15,-19,0,12,-15
55.30,2,17,-14,0,14,-26,5,12,-19,-2,22,-27
55.34,2,15,-10,3,14,-19,8,17,-23,-2,17,-23
55.37,-2,15,-10,-2,17,-30,5,17,-19,0,10,-19
55.41,4,15,-10,0,14,-26,8,20,-15,0,14,-19
55.45,-2,15,-10,0,17,-19,0,17,-19,0,14,-15
55.48,0,12,-10,0,17,-26,3,20,-27,0,17,-19
55.52,2,15,-14,-2,14,-16,3,15,-23,-2,19,-19
55.56,2,15,-10,-2,17,-22,3,17,-27,3,17,-19
55.59,-2,15,-18,3,19,-22,-2,17,-23,5,14,-23
55.63,2,12,-18,0,17,-26,5,15,-23,5,17,-19
55.66,2,15,-4,0,12,-22,0,15,-23,3,19,-19
55.70,2,15,-10,-2,17,-22,3,17,-23,0,17,-19
55.74,-2,17,-14,0,19,-19,0,20,-23,3,14,-23
55.77,0,12,-10,3,17,-30,8,22,-23,3,17,-23
55.81,0,15,-14,3,19,-26,3,17,-27,0,14,-15
55.84,0,12,-10,-2,17,-22,5,17,-19,3,17,-23
55.88,0,15,-10,-4,14,-22,5,15,-23,-2,14,-19
55.92,-2,15,-7,-2,19,-16,8,12,-19,3,17,-15
55.95,2,12,-10,-4,14,-19,8,17,-23,3,17,-23
55.99,-2,10,-7,-7,14,-22,5,12,-19,0,14,-27
56.03,4,12,-7,0,14,-26,5,20,-27,0,19,-19
56.06,-5,15,-7,-2,10,-16,5,17,-27,3,17,-23
56.10,2,19,-7,-2,14,-19,3,17,-27,10,14,-19
56.13,2,10,-14,-2,14,-30,3,15,-15,0,17,-23
56.17,-2,17,-10,3,19,-22,3,15,-27,3,17,-27
56.21,4,15,-10,-2,17,-30,0,15,-23,0,19,-11
56.24,0,15,-10,-2,19,-16,5,20,-23,5,12,-23
56.28,2,15,-10,0,14,-26,0,17,-31,8,17,-15
56.32,0,12,-10,-4,17,-26,5,15,-19,5,14,-19
56.35,-2,17,-10,0,14,-26,8,20,-23,5,17,-23
56.39,0,17,-10,-2,14,-26,8,17,-19,8,17,-15
56.42,2,15,-10,-2,17,-22,3,17,-27,3,19,-19
56.46,0,15,-14,-7,17,-19,3,20,-27,0,17,-15
56.50,2,19,-4,-2,19,-26,3,10,-19,0,14,-19
56.54,0,15,-14,-2,14,-22,5,17,-19,5,14,-11
56.57,2,17,-10,-2,14,-26,5,15,-27,3,19,-23
56.61,2,12,-7,-2,19,-26,5,17,-23,5,19,-27
56.64,0,15,-7,0,12,-22,5,17,-23,3,14,-15
56.68,-2,17,-10,-2,19,-19,5,17,-23,0,17,-19
56.71,0,15,-10,-2,14,-22,3,17,-27,-2,17,-23
56.75,2,12,-10,-2,12,-19,3,17,-19,0,22,-23
56.79,0,19,-10,-2,10,-19,3,15,-27,0,19,-15
56.82,4,17,-7,-2,22,-19,10,20,-19,3,17,-15
56.86,2,12,-10,-4,17,-26,3,17,-23,5,22,-23
56.89,2,15,-10,-2,17,-30,5,20,-19,3,14,-19
56.93,0,17,-10,3,19,-22,3,15,-27,0,17,-23
56.97,4,17,-10,-4,17,-19,3,15,-19,0,14,-19
57.02,2,15,-10,0,14,-26,3,15,-23,3,14,-19
57.06,0,17,-10,-2,14,-26,8,20,-19,0,12,-19
57.10,2,17,-14,-4,24,-19,8,17,-27,0,19,-19
57.13,2,15,-14,-2,19,-22,5,17,-19,-2,17,-19
57.17,2,17,-14,0,14,-22,3,20,-27,3,19,-27
57.21,4,12,-14,0,14,-19,5,22,-23,3,19,-19
57.24,2,15,-10,-4,17,-19,5,20,-27,0,17,-23
57.27,0,17,-10,-2,17,-26,5,20,-23,0,14,-27
57.31,-2,17,-10,-4,17,-26,8,15,-23,3,19,-19
57.35,0,15,-14,-4,14,-22,8,15,-27,3,17,-23
57.38,-2,10,0,-7,12,-12,0,15,-19,0,17,-15
57.42,-10,12,-4,-9,12,-19,-4,10,-19,-7,14,-15
57.46,-12,10,0,-9,12,-16,-9,12,-8,-4,7,-8
57.49,-10,5,-7,-16,12,-8,-9,10,-15,-12,10,-8
57.53,-12,5,-10,-19,12,-12,-7,15,-15,-9,10,-15
57.56,-12,12,-18,-16,7,-19,-7,17,-19,-7,10,-19
57.60,-7,15,-7,-4,14,-16,-2,17,-27,-4,17,-27
57.63,2,10,-10,-4,12,-19,8,15,-23,5,12,-23
57.67,-5,7,-7,-2,14,-19,5,17,-31,5,12,-23
57.71,2,17,-10,0,12,-22,8,17,-23,5,12,-19
57.75,6,15,-14,3,14,-22,5,15,-27,5,17,-23
57.78,4,15,-14,-2,14,-30,5,12,-19,0,12,-19
57.81,2,17,-7,5,14,-19,10,15,-23,10,12,-19
57.85,2,15,-7,5,12,-26,15,17,-27,12,12,-23
57.88,6,17,-10,8,14,-16,12,17,-27,12,14,-23
57.92,6,15,-14,5,14,-26,17,15,-27,12,14,-23
57.95,4,17,-18,10,14,-22,12,17,-23,10,14,-23
57.99,4,15,-18,3,12,-26,12,20,-23,10,12,-23
58.02,0,12,-10,3,14,-30,12,12,-23,8,19,-19
58.06,4,15,-14,0,17,-34,12,17,-19,8,19,-19
58.09,6,17,-10,0,17,-26,10,15,-27,8,14,-31
58.13,6,15,-10,3,12,-22,15,17,-19,10,17,-27
58.16,6,17,-14,3,12,-30,12,17,-27,8,17,-27
58.19,6,15,-14,5,10,-26,12,17,-27,10,17,-19
58.23,4,15,-10,3,17,-26,10,12,-23,10,17,-27
58.27,6,19,-7,5,14,-26,10,12,-23,8,14,-27
58.30,6,15,-10,8,17,-19,10,17,-27,8,19,-19
58.34,6,15,-7,3,17,-26,12,15,-23,8,14,-27
58.37,11,15,-7,5,19,-22,12,15,-23,8,14,-23
58.40,6,15,-10,5,17,-26,10,15,-27,10,14,-23
58.44,6,12,-14,5,14,-22,12,15,-23,8,12,-31
58.47,6,15,-18,3,14,-26,12,17,-23,8,12,-23
58.51,4,10,-10,3,10,-26,15,15,-23,8,17,-19
58.54,4,15,-10,3,17,-30,12,12,-23,12,14,-19
58.58,6,15,-7,5,17,-26,12,15,-31,5,17,-27
58.61,0,15,-10,3,17,-26,10,15,-23,10,14,-19
58.65,9,17,-10,0,19,-16,8,15,-19,12,12,-23
58.68,6,15,-7,8,14,-30,15,12,-19,8,17,-19
58.72,6,15,-7,3,19,-30,5,17,-19,10,14,-27
58.75,0,12,-14,0,14,-22,5,17,-23,8,12,-19
58.78,-5,12,-10,-7,10,-16,3,15,-19,-2,14,-19
58.82,-10,7,-4,-14,7,-16,-4,12,-15,-7,7,-23
58.86,-12,10,4,-14,10,-8,-7,17,-12,-9,12,-15
58.89,-12,7,0,-12,14,-16,-4,10,-8,-9,10,-11
58.93,-7,10,4,-7,12,-16,-7,17,-15,-7,12,-15
58.97,0,15,-7,-9,17,-19,5,20,-15,5,12,-19
59.01,2,17,-10,0,12,-22,10,12,-23,8,17,-23
59.04,4,15,-7,8,17,-19,10,20,-27,5,14,-23
59.08,4,19,-14,-2,19,-22,12,15,-19,5,19,-19
59.11,4,17,-14,-2,12,-22,3,15,-23,8,14,-23
59.15,0,15,-7,-4,14,-26,3,15,-23,5,14,-19
59.19,0,19,-10,-4,14,-19,5,15,-23,3,12,-31
59.22,0,17,-10,-2,17,-26,3,15,-23,3,14,-11
59.25,0,15,-10,-2,17,-26,-2,12,-19,0,17,-15
59.29,0,17,-14,-2,17,-22,3,15,-19,0,19,-23
59.33,0,7,-10,-9,17,-22,3,17,-23,0,12,-19
59.38,-2,12,-4,-9,10,-19,-4,17,-15,-7,17,-19
59.41,-7,12,-7,-7,12,-19,3,12,-19,-4,17,-19
59.45,-7,15,-10,-12,14,-22,-4,15,-19,-4,10,-23
59.49,-12,3,-10,-12,7,-22,-16,10,-19,-12,7,-15
59.52,-17,5,0,-16,10,-16,-4,8,-15,-12,7,-11
59.56,-14,12,4,-16,7,-8,-7,8,-12,-12,12,-11
59.60,-12,5,0,-16,10,-12,-7,15,-15,-12,12,-8
59.63,-7,17,4,-9,12,-12,-2,12,-12,-2,19,-8
59.67,2,12,-4,0,17,-19,3,20,-12,0,19,-11
