Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
15.78,-3,0,-4,0,0,3,0,-2,4,2,5,0
15.82,0,2,3,-3,-3,6,-5,-2,4,0,0,-4
15.86,2,7,0,-3,0,6,-7,0,8,2,0,0
15.89,0,4,0,-3,-3,0,0,0,4,2,3,0
15.94,4,4,0,-5,0,3,0,0,4,7,0,-4
15.99,4,7,0,-5,-3,6,-5,0,4,4,3,-4
16.02,-3,2,-8,0,-5,3,-3,-2,4,2,0,-4
16.06,2,7,6,-5,-3,3,0,0,0,-3,0,-4
16.10,2,7,-12,-3,2,3,0,-2,0,4,3,-8
16.14,0,2,0,-3,-5,6,-3,-2,4,7,0,-4
16.17,2,9,0,0,0,10,-5,0,8,2,3,0
16.20,-3,4,0,0,0,0,-3,-2,8,2,0,-4
16.24,0,4,-4,0,-3,3,0,0,4,4,5,-8
16.27,-3,4,-4,-3,2,6,0,-5,4,0,0,-4
16.32,0,7,-4,-3,0,0,0,-2,0,2,0,0
16.34,-3,7,-4,-3,2,6,-3,-2,0,2,-2,0
16.39,-3,4,0,-3,-3,3,0,2,-4,7,-2,0
16.42,2,4,-4,0,-3,6,0,0,0,0,0,-4
16.46,2,2,-12,-3,2,6,-3,0,0,2,0,-4
16.50,0,2,-4,0,0,6,-5,-2,4,2,3,-8
16.54,2,2,-8,-5,0,6,-5,0,0,2,0,-4
16.57,2,7,6,0,-3,6,-5,-2,0,2,3,-4
16.60,0,4,-4,0,0,3,-5,0,4,0,3,-4
16.65,0,4,-4,-3,2,3,0,5,0,2,-2,-4
16.68,0,7,0,-3,-3,3,-3,0,4,0,0,-4
16.72,0,2,-4,2,0,3,-3,-2,4,4,0,-4
16.75,4,4,0,0,0,3,-5,2,11,2,5,-12
16.78,0,4,0,0,0,3,-5,0,4,2,0,-4
16.83,2,4,-4,-3,-3,0,-3,2,0,0,0,0
16.86,-3,2,0,0,-5,0,2,0,4,-3,0,-4
16.90,-3,2,3,-3,0,3,0,2,0,2,-2,-4
16.93,0,4,6,-8,-3,6,0,0,-4,0,5,-4
16.97,0,2,3,-3,-5,6,-7,2,0,-3,-2,-4
17.00,2,2,0,0,0,6,0,0,-4,2,0,0
17.03,0,4,-4,0,-3,6,0,2,4,-3,3,-4
17.07,2,4,0,0,-5,-4,-5,2,4,0,-2,-4
17.10,2,7,0,-5,-3,0,-3,-2,4,4,3,-8
17.13,0,4,-4,-3,2,0,0,-2,8,2,0,-4
17.18,2,4,0,0,0,10,-3,-2,0,4,3,-8
17.21,0,4,0,-3,-5,0,-5,0,4,0,3,0
17.24,-3,4,0,-5,0,0,-3,2,4,0,3,0
17.28,0,2,0,0,0,0,0,-2,4,0,0,4
17.31,4,7,0,-3,-3,0,-3,0,4,-3,3,-4
17.35,0,2,0,-5,0,3,0,-2,11,0,-5,0
17.39,2,2,0,-3,2,3,-3,2,4,2,3,0
17.41,4,4,0,-5,-3,3,0,-2,4,-5,3,-4
17.46,-3,7,0,-3,0,6,0,2,4,0,-5,-4
17.50,2,2,-8,0,-5,6,-7,2,-4,-3,5,-4
17.54,0,4,0,-5,0,0,0,0,4,-3,-2,-4
17.58,2,0,0,0,0,-4,0,2,0,0,0,-8
17.61,-3,4,0,-3,0,6,-5,0,4,2,-2,-4
17.66,-3,4,0,-5,-3,6,0,2,0,-3,0,0
17.69,0,4,0,-3,-3,0,-3,0,-4,2,5,0
17.71,2,2,-4,-3,-3,6,-7,0,4,4,-2,-8
17.76,0,2,0,-3,0,6,-3,0,4,4,3,0
17.79,0,4,0,-5,0,3,-3,2,0,4,0,-4
17.84,-3,2,0,0,-3,3,-3,-2,4,2,-2,0
17.86,0,4,3,2,-3,3,2,0,8,0,0,0
17.91,2,2,-12,-3,2,3,2,0,0,2,0,-4
17.94,0,7,0,-3,2,3,0,2,0,2,0,-4
17.99,0,4,-4,-3,-3,0,0,0,4,2,3,-4
18.02,0,2,3,-3,-8,3,0,0,0,0,3,-4
18.07,2,4,0,-3,-10,3,-5,0,4,0,0,-8
18.09,0,4,0,-3,-3,3,-3,-2,4,-3,3,-8
18.14,-3,4,3,-5,0,0,-5,0,-4,0,3,-12
18.17,-3,2,3,0,2,-4,0,-2,4,0,0,-4
18.20,-5,7,6,0,0,6,0,2,4,-3,-2,-8
18.24,-3,2,0,-3,0,3,0,0,0,0,-2,-4
18.27,0,2,0,0,0,0,-7,0,8,2,0,-4
18.32,-3,4,-4,-8,0,6,-3,-2,0,0,0,-4
18.34,-5,2,0,0,-3,10,-10,-2,4,4,3,0
18.39,0,4,-4,-5,-3,3,0,-2,8,-3,-5,-8
18.43,0,-3,-4,-5,0,3,0,0,4,2,3,-4
18.47,2,7,0,-3,2,10,2,0,8,-3,-2,-4
18.50,0,4,-4,-5,-3,0,-5,-2,0,0,0,-4
18.54,0,9,0,-3,0,3,2,0,8,-5,0,-4
18.57,0,7,-4,-3,0,3,0,-2,8,2,5,-4
18.62,-3,4,-8,0,0,3,0,0,0,4,-2,-8
18.65,0,2,0,-3,0,10,-5,-2,4,2,3,0
18.70,2,4,0,-3,0,3,-3,2,4,7,3,-4
18.72,2,7,-8,-8,-3,6,-5,0,8,0,-2,-4
18.77,-5,9,-4,-8,2,3,-3,-5,4,-3,3,-8
18.80,-3,7,0,0,4,-4,-3,0,8,-3,-5,-4
18.85,0,2,-4,-3,-3,3,0,-2,4,0,3,-8
18.88,0,2,-8,0,2,3,-7,-5,4,0,3,-4
18.92,0,2,-4,-3,-3,3,0,0,0,-3,5,0
18.95,0,2,-4,-3,0,14,0,0,4,2,-2,-4
19.00,-3,0,0,-5,-3,6,-3,-2,0,-3,-2,-8
19.03,0,4,-4,-5,-3,0,0,0,4,2,0,-4
19.08,0,2,0,-5,0,-4,-3,-2,8,0,3,-4
19.12,0,4,-4,-3,-3,6,-3,-2,8,4,3,-8
19.15,4,2,3,-3,0,0,-5,2,11,2,5,-4
19.18,0,2,-4,0,-3,0,0,-2,-4,0,0,-12
19.22,2,2,3,0,-3,6,-3,2,4,2,5,-4
19.25,-3,4,3,-3,-5,3,-5,0,8,2,3,-8
19.30,-3,2,-8,-5,0,0,-3,-2,0,0,0,-8
19.32,-3,7,-4,0,0,6,-3,2,-8,-3,0,-8
19.37,2,4,3,-5,0,6,-7,-2,4,-3,3,-4
19.40,4,4,-4,-3,2,6,-3,-5,0,2,-5,-4
19.43,-3,0,0,2,0,3,-5,2,0,-3,0,-4
19.48,-3,7,0,-5,0,3,-7,0,4,2,0,-16
19.51,-3,4,3,-5,-3,6,-5,2,8,2,-2,-8
19.55,0,4,-4,-5,-5,6,0,0,4,-3,0,-4
19.57,-3,2,-8,-5,4,3,0,-5,-4,2,0,-4
19.62,0,4,0,-3,-3,3,-5,2,4,4,0,-4
19.67,0,0,0,-8,2,0,-5,-2,0,2,3,-8
19.70,0,9,-4,-3,2,3,-5,-2,8,-3,3,-12
19.73,-3,4,0,-3,-5,3,-3,2,4,2,0,4
19.77,2,0,-8,0,2,-4,0,-2,0,0,0,0
19.80,2,4,-8,-5,-3,0,-3,0,8,0,0,0
19.85,2,2,0,-10,-3,0,-5,-2,4,0,-2,-4
19.88,-5,0,-4,-5,-5,0,0,0,0,2,0,-8
19.93,0,2,-4,0,2,3,0,-2,0,0,-2,-4
19.96,0,2,3,-3,-3,6,-3,0,4,0,0,-8
20.00,2,4,6,-5,0,6,-5,0,8,4,-2,0
20.03,-3,7,0,-3,-3,0,-3,0,0,0,0,-12
20.08,0,4,0,-5,-5,6,-5,-5,4,0,-2,0
20.11,0,0,-4,-5,-5,3,-3,2,4,0,0,-8
20.15,-5,2,-8,-5,-3,3,-3,0,4,2,0,-4
20.18,0,4,0,0,-3,0,2,0,8,4,0,-4
20.23,-8,2,-4,-3,-3,6,-5,-2,0,0,-7,-8
20.27,0,7,-4,-3,-3,0,-5,2,-4,0,-2,-4
20.30,0,0,0,-5,2,3,-7,-2,8,2,0,-4
20.35,-3,2,0,-3,0,3,2,-5,4,0,3,0
20.38,-3,2,-4,0,-5,3,-3,-5,0,-3,0,-8
20.43,0,0,0,-3,0,6,0,-2,0,0,0,-8
20.46,0,2,-8,-10,-5,0,-5,-2,4,4,0,0
20.50,0,2,3,-3,-3,3,-3,0,0,4,3,4
20.52,-3,2,0,0,0,3,-5,5,-4,2,0,-8
20.57,-3,4,0,-3,0,3,-7,-2,0,0,3,-8
20.63,-5,4,0,-3,-3,6,-5,0,-8,0,-2,-4
20.68,-5,2,3,-3,-8,3,-3,0,0,0,0,0
20.70,-3,0,-8,-5,-5,-8,-5,-7,-4,0,3,-4
20.75,-3,4,-4,0,-3,3,-5,5,4,2,-5,-8
20.78,2,4,3,-5,2,-4,-5,0,0,2,0,-4
20.82,2,2,-4,-3,-3,3,-7,-5,4,0,3,-4
20.85,0,2,-12,-3,2,3,-3,0,-4,2,0,-4
20.90,-5,4,0,-5,-3,3,-5,0,4,0,0,0
20.93,-3,4,-4,-3,-5,6,-7,0,8,2,0,-4
20.97,-3,4,0,-3,-3,3,-3,0,0,0,0,-4
21.00,-3,4,0,-3,-3,3,2,-2,0,0,3,0
21.05,-3,4,0,-8,2,10,-5,-2,4,2,-2,0
21.07,-3,4,-4,-3,0,-4,-5,-2,4,2,3,-8
21.12,0,4,3,-3,-3,6,-3,-2,4,2,0,-8
21.15,0,-3,-4,0,-3,-4,-5,-5,-4,2,0,-8
21.18,4,2,-4,-5,-3,3,-3,0,4,0,-2,0
21.22,-3,2,-4,-5,-3,3,-5,0,0,2,3,-8
21.25,-3,2,-8,-5,-3,0,-3,-5,4,0,0,-8
21.30,0,4,-8,-5,-3,0,-3,2,0,2,0,-8
21.33,2,7,3,-3,-3,-4,-7,0,4,0,-2,0
21.37,2,2,0,-3,-8,3,-3,0,8,0,0,-8
21.40,0,4,0,-5,-3,0,-3,0,0,2,3,4
21.43,-3,4,0,-5,0,0,-5,-2,4,4,0,4
21.47,0,2,-8,-8,-3,6,-5,-5,4,0,-5,0
21.50,-3,7,3,0,-3,0,-3,-5,4,0,-5,-8
21.53,0,0,-4,-5,-3,3,-5,-2,4,0,-5,-4
21.57,0,2,0,0,-3,0,-5,-2,4,2,-2,-4
21.60,2,2,-4,-8,-3,3,-3,0,4,0,-2,-4
21.64,0,4,0,-5,-3,3,-7,0,0,0,3,0
21.67,2,4,3,-3,-3,3,-5,0,8,0,-2,-4
21.70,0,4,-4,-3,-3,3,-3,-2,4,0,3,-4
21.74,0,2,-8,-5,-8,0,-5,0,4,-3,0,-4
21.78,0,4,0,-5,0,3,0,0,-4,2,-2,-4
21.80,-3,2,-4,-8,-3,6,2,0,-4,0,3,-4
21.85,0,4,-4,-5,-5,-8,-7,-5,4,2,0,-4
21.89,-3,2,0,-3,-8,3,-5,0,0,-3,3,-8
21.92,0,0,-4,-3,-3,3,-5,-2,4,-3,-7,-12
21.97,-3,0,-4,-3,-5,3,-3,0,-4,0,-2,-8
22.00,0,0,-8,-3,-3,3,-3,-5,-4,0,3,-8
22.04,0,7,3,-3,-5,0,-10,-5,4,-3,0,-4
22.09,0,4,-4,-5,-3,6,-3,-5,0,0,0,-8
22.14,2,7,-4,-3,0,3,-3,-2,0,0,-2,-8
22.19,-3,0,0,0,-3,3,-5,0,4,0,0,-4
22.24,-3,2,0,-3,-5,3,-7,-7,0,0,-2,-8
22.27,-3,2,0,-3,-3,3,-5,0,8,0,-5,0
22.32,2,0,3,-5,-3,6,0,0,4,2,-2,-12
22.35,0,7,0,-5,-5,3,-5,-2,0,4,-2,-8
22.39,-3,2,-4,-3,-8,6,-3,0,8,2,-2,-4
22.42,0,4,0,0,-5,3,-5,-2,0,2,-2,-8
22.46,0,4,-8,-3,-3,3,-7,-2,4,-3,-2,-8
22.49,-5,7,-8,-3,-3,0,0,-2,0,0,3,-8
22.54,0,-3,0,-10,-3,3,0,-5,0,-3,-2,-4
22.57,2,2,-8,-3,-5,6,-3,-5,0,0,-2,-4
22.61,0,4,0,-5,-3,0,-5,-2,-4,2,-2,-4
22.64,2,7,0,-5,-3,-4,-5,2,4,-3,3,-4
22.68,6,2,-4,-3,-8,3,-10,-2,0,2,-2,0
22.73,-5,4,-4,-5,-3,-4,-3,-5,8,-3,3,-4
22.76,-3,7,-4,-5,-3,3,-3,0,-8,0,-2,-8
22.79,-3,2,-8,0,-3,3,-5,-5,0,0,-5,-8
22.83,-5,4,-4,-3,0,6,-3,-5,0,2,0,0
22.86,2,0,3,0,-5,6,-7,-5,-8,2,0,-12
22.89,0,4,0,0,-5,6,-5,0,4,2,-2,0
22.93,0,0,-4,-3,0,-4,-5,-2,4,-5,-2,-8
22.96,-3,7,-4,2,-5,0,-5,-5,8,-3,-2,-8
23.00,-3,2,3,-5,-3,-4,-5,0,0,0,-2,4
23.03,0,2,-4,-3,-3,3,-3,0,0,0,-5,-4
23.08,0,2,-4,0,0,3,-5,2,0,4,0,-8
23.11,-3,2,-16,-5,0,6,-5,0,4,2,0,-8
23.15,-3,4,-4,-5,-8,0,-5,-2,0,-3,0,0
23.20,0,0,-4,-3,-5,6,-3,-2,0,0,0,0
23.23,2,4,3,0,-3,3,-7,-5,4,2,-2,0
23.28,2,2,3,-5,-5,3,-3,0,4,0,3,-8
23.31,-3,0,-16,-3,0,0,-5,0,4,4,3,-4
23.35,0,0,-4,-3,-3,3,-5,0,-4,0,-2,0
23.38,2,7,-12,-5,4,0,-5,-5,0,0,-2,4
23.42,-3,4,3,0,-3,6,-5,-2,0,2,0,-4
23.47,0,2,0,2,-5,3,-3,0,0,0,3,-4
23.51,0,2,0,-5,-5,6,-7,-2,0,0,0,-8
23.55,0,4,-8,-3,-3,3,-3,-5,0,0,0,-8
23.58,-5,2,-4,0,0,3,-5,0,4,2,0,-4
23.61,0,2,-4,-3,2,3,-5,-5,4,0,5,-4
23.65,0,-3,-4,-3,0,3,0,2,4,2,-5,-4
23.68,2,7,6,0,-3,3,-5,0,8,-3,-5,0
23.72,0,0,-8,-8,0,0,-5,0,0,4,0,-8
23.76,-3,4,3,-5,-3,0,-3,-2,8,0,-2,4
23.80,0,7,6,-5,-5,10,-3,0,4,2,0,-4
23.83,0,2,0,-5,-5,-4,0,-2,4,0,-2,-4
23.86,0,2,0,-3,-5,0,-3,0,0,2,0,0
23.90,-3,7,-4,-3,-3,0,-3,-2,4,2,-5,-8
23.93,-3,2,-4,0,-3,0,-7,-2,4,0,3,-4
23.97,-5,4,-4,-3,-5,-4,-5,-2,4,0,0,-8
24.02,2,7,-4,-5,-5,-8,-3,-5,4,2,-5,-4
24.07,2,-3,-4,-3,-3,3,-3,0,4,0,0,0
24.10,-3,4,-4,-3,-3,-8,-5,0,-4,-8,3,-4
24.14,-3,0,6,-3,0,0,-7,-2,4,-3,-2,-8
24.17,-5,2,0,-3,0,3,-3,0,4,4,-5,4
24.22,4,2,-4,0,0,6,-7,-2,4,-3,0,0
24.27,0,7,-4,-3,0,0,0,2,-4,2,-2,-4
24.30,-3,4,3,-8,0,10,-5,-2,0,0,-2,-8
24.35,-3,2,-4,-3,0,3,-3,-5,0,-3,-2,-8
24.37,0,2,0,-3,0,6,-5,2,4,0,3,-4
24.42,-3,7,3,-5,-3,3,-5,0,0,-3,-2,-4
24.45,0,-3,-4,-10,-8,3,-3,0,0,2,-2,0
24.49,0,4,-4,0,0,3,-3,0,8,0,-2,-12
24.52,0,4,0,-5,-5,6,-3,-2,4,-5,0,-8
24.57,0,2,0,-8,0,6,-7,-2,8,-3,-2,-4
24.60,0,0,-8,-3,0,10,-5,-2,4,0,0,-4
24.64,0,4,3,-3,-3,6,-7,2,4,-3,0,-4
24.67,2,4,-4,0,-3,-4,-5,0,0,0,-2,0
24.72,6,4,-4,0,0,3,-5,-5,4,0,0,-4
24.75,0,4,-4,-5,-3,3,-5,0,4,0,3,-4
24.78,2,4,-4,-3,0,6,-5,-2,4,-3,0,-4
24.82,-3,4,-4,-8,-3,0,-5,-5,-4,-3,0,-4
24.84,2,2,-4,-3,-8,6,-5,-2,-4,2,3,-4
24.89,-3,4,-4,-3,0,6,-3,-2,8,0,0,-8
24.92,-3,2,0,-8,-3,3,-5,0,4,0,0,-8
24.97,2,2,-8,-3,-3,3,-5,0,4,2,0,-4
25.00,2,4,0,-5,-5,0,-3,0,0,-3,0,0
25.04,0,2,0,-5,0,3,-5,0,4,2,-2,-12
25.07,-3,2,-4,0,0,6,-5,2,4,2,3,-4
25.11,-3,4,-8,-3,-5,3,0,-2,0,7,0,0
25.14,2,2,0,-5,-3,3,-5,-2,0,0,0,-4
25.17,-8,4,-4,0,-5,0,-3,0,0,-3,0,0
25.22,-5,4,0,0,-3,3,-3,-5,0,0,-5,0
25.25,0,4,0,-5,-5,0,-5,-2,8,-3,0,-8
25.29,-3,2,0,-3,-3,3,-7,0,4,0,5,-4
25.34,0,4,-8,-5,-3,0,-3,-5,4,2,-2,-4
25.39,-3,2,-4,2,0,0,-3,0,4,0,0,-8
25.42,4,4,-4,0,-5,3,-3,-7,4,2,3,-4
25.46,-5,2,0,-3,0,0,-3,0,4,0,0,-8
25.49,0,2,-8,-3,-5,0,-5,-2,0,0,0,-8
25.54,0,0,-4,-3,-3,6,-3,-2,4,-3,3,-4
25.58,-3,-3,-4,-3,0,0,-5,0,0,2,0,-8
25.62,0,2,-8,-5,0,-4,-5,-5,4,0,3,-4
25.66,-5,0,-8,-8,-3,0,-5,-5,4,2,0,-4
25.71,0,0,0,-3,-5,0,-3,2,4,-3,0,-4
25.76,-5,2,-4,-5,-3,6,-5,-2,-4,0,0,-4
25.81,0,0,3,-3,-3,-4,-5,0,0,2,3,-4
25.86,0,2,-12,-5,0,6,-3,-5,4,0,-2,-4
25.91,-5,4,-4,-5,-3,3,2,-5,8,0,-2,0
25.94,2,2,-4,-3,-3,0,-7,-2,0,0,0,-8
25.98,-3,2,3,-3,0,0,0,-2,0,0,-2,-4
26.01,0,0,-8,-3,-3,3,-5,-2,0,-3,0,-4
26.06,-8,4,-4,-3,-3,3,-3,0,0,2,-5,0
26.09,-3,2,0,-3,-3,0,0,-7,0,2,3,-4
26.13,-3,2,-8,0,-3,3,-5,-5,0,0,-2,-4
26.16,0,4,-12,-3,-3,3,-5,-5,4,-3,-2,-8
26.19,0,0,3,-5,-5,-4,-7,-5,-4,0,0,-4
26.23,0,0,-4,-3,0,0,-5,2,-4,2,-2,-8
26.26,-3,4,-8,-3,-5,-4,-3,-2,8,0,-2,-8
26.30,-5,2,0,0,2,-4,-7,2,0,-3,-2,0
26.33,-3,0,-4,-8,-3,0,-3,2,0,0,-2,-8
26.37,0,2,-8,-8,-3,0,-10,2,0,0,0,-4
26.40,0,2,3,-3,-3,3,-3,-7,0,0,-2,0
26.45,0,0,-4,-3,-5,0,-3,-2,8,-3,0,-4
26.50,-3,4,-4,-5,-3,-4,-3,2,4,-3,0,0
26.53,-3,0,-8,-8,0,0,-5,0,0,-3,0,-4
26.56,0,2,3,0,-8,10,-5,-5,8,4,0,0
26.60,-3,4,-4,-5,-5,6,-7,-2,4,0,-2,0
26.65,-3,4,0,-3,-3,10,-3,-2,4,7,3,0
26.68,0,7,6,-3,0,0,-3,-2,4,0,0,0
26.72,0,2,6,-5,0,6,-3,-5,11,0,0,-8
26.77,0,2,-8,-3,-5,14,0,0,4,2,-2,0
26.82,0,7,-4,0,-5,6,2,-2,4,0,0,0
26.85,-3,7,3,0,-8,0,0,0,4,2,0,0
26.90,8,2,0,0,-5,0,-5,-2,4,2,0,0
26.93,2,2,-4,4,-3,3,2,0,8,2,-2,-4
26.96,0,4,3,2,-3,3,2,0,11,2,0,-4
27.00,4,0,0,0,0,6,2,2,8,7,0,-4
27.03,4,-3,3,4,-3,0,0,-2,8,2,0,0
27.08,2,2,0,4,0,3,5,0,8,4,-2,-4
27.11,4,0,0,4,0,3,2,0,8,7,0,-4
27.14,4,4,3,2,-3,3,5,2,0,7,0,-8
27.17,6,4,6,4,0,0,5,0,0,7,0,0
27.21,11,2,0,7,-5,0,7,-2,0,9,-2,0
27.24,6,2,0,7,0,0,7,0,0,14,0,-8
27.27,4,0,-4,2,-5,0,2,-2,4,7,-2,-8
27.31,2,4,-8,-3,-3,3,-3,-2,-4,2,-5,-8
27.34,-3,2,0,-5,-5,0,0,-7,-4,0,-5,-4
27.37,0,0,-4,-3,-10,-8,-3,-5,-8,0,-5,-16
27.42,-8,-3,-16,-5,-8,0,-7,-7,-4,0,-5,-12
27.46,-10,0,0,-10,-8,-8,-3,-12,0,-5,-9,-8
27.50,0,-5,-8,-5,-10,-4,-7,-12,-12,0,-5,-12
27.54,-8,0,-12,-8,-12,-4,-5,-7,-8,0,-5,-12
27.58,-5,-3,-4,-10,-10,-4,-7,-12,-8,-3,-7,-8
27.62,-3,-8,-12,-5,-8,-4,-7,-12,-12,0,-9,-8
27.66,-3,-5,-4,-3,-3,-4,-5,-7,-8,0,-7,-12
27.70,-3,-3,-8,-3,-5,-4,-5,-7,-4,-3,-9,-8
27.75,0,-3,-12,0,-8,-4,-3,-12,-8,7,-7,-4
27.79,2,-5,-8,-5,-8,0,-3,-10,-4,4,-7,-12
27.84,0,0,-4,4,-8,-8,2,-10,-4,7,-5,-8
27.88,4,4,-8,0,-8,0,5,-7,-4,2,-5,-4
27.93,4,4,-8,4,-8,0,2,-10,-4,7,-2,-8
27.98,6,-3,-8,4,-5,-8,7,-7,-8,7,-2,-4
28.02,4,0,-4,7,-3,-4,5,-7,-4,12,-7,-12
28.07,6,0,-8,12,-3,-8,9,-2,-12,12,-5,-8
28.11,6,-3,-8,7,-5,0,9,-10,-4,7,-2,-12
28.15,11,-3,-4,7,-10,0,7,-2,0,7,-2,-8
28.19,4,0,0,4,-8,-4,7,-5,-4,7,-5,-8
28.24,2,2,-12,0,-3,-12,2,-7,-8,2,-5,-16
28.28,2,0,-12,-3,-5,-4,5,-10,-12,4,-2,-8
28.33,0,-5,-16,0,-8,-4,0,-14,-4,2,-5,-8
28.38,2,0,-8,-3,-8,-8,2,-7,-8,4,-5,-8
28.42,0,-3,-4,-3,-8,3,2,-10,-8,12,-12,-12
28.46,-8,2,0,2,-12,-8,0,-10,0,0,-9,-16
28.51,-3,-8,0,0,-8,-8,-3,-10,-4,0,-9,-4
28.55,2,-3,0,-3,-8,-4,-5,-10,-4,2,-7,-16
28.59,-3,0,-4,0,-8,-8,-3,-12,-4,4,-12,-16
28.63,0,-3,-12,0,-5,3,-3,-12,-8,0,-5,-8
28.68,-3,0,-12,2,-10,-8,-3,-12,-4,2,-9,-8
28.72,0,-3,-12,-5,-10,-4,2,-10,-4,4,-9,-8
28.77,-5,-5,-4,-3,-8,0,-5,-10,-8,2,-7,-4
28.81,-5,-5,0,-8,-8,0,-5,-7,4,-5,-7,-12
28.85,-12,-10,-4,-10,-12,0,-12,-12,-8,-5,-9,-12
28.89,-12,-8,-4,-15,-12,3,-7,-12,-4,-10,-12,-8
28.94,-17,-10,3,-12,-20,-4,-17,-12,-4,-15,-14,-12
28.97,-15,-12,-8,-17,-17,-4,-15,-10,-4,-12,-12,-12
29.00,-15,-10,-12,-20,-15,0,-17,-12,-8,-15,-14,-12
29.04,-15,-10,-12,-12,-22,-12,-12,-14,-8,-12,-14,-12
29.07,-10,-10,-8,-12,-10,-12,-15,-14,-8,-8,-14,-8
29.10,-10,-10,-12,-17,-15,-4,-12,-14,-8,-10,-12,-12
29.14,-10,-10,-12,-15,-12,-4,-12,-12,-4,-10,-12,-12
29.17,-12,-5,-16,-15,-12,-4,-12,-12,-12,-8,-12,-12
29.21,-5,-8,3,-8,-8,-8,-5,-10,-4,-3,-7,-16
29.25,-5,-8,-4,-8,-8,0,-3,-10,-8,0,-9,-8
29.29,-10,-8,-8,-3,-5,-4,-5,-10,0,-3,-5,-12
29.33,-5,-5,3,-5,-10,0,-3,-12,0,-3,-7,-8
29.38,-3,0,-8,0,-5,0,0,-7,-4,-3,-2,-4
29.41,-5,-5,0,0,-8,-8,-3,-7,4,7,-7,-8
29.45,-5,0,-8,-5,-8,-4,0,-10,-4,2,-5,-8
29.48,0,-5,-12,0,-8,-8,2,-10,-4,4,-5,-12
29.52,4,0,-8,2,-5,3,7,-5,-4,4,-5,-12
29.57,4,0,-8,4,-3,0,7,-7,-8,9,-5,-12
29.61,13,2,-12,9,-3,-8,14,-5,0,14,0,-4
29.65,11,4,-4,16,2,0,14,-5,-8,14,-2,-12
29.69,13,2,-12,12,2,-12,14,-7,-12,16,0,-12
29.73,18,0,-12,12,0,-12,17,-7,-12,19,-5,-16
29.77,16,-3,-8,14,-3,-8,19,-7,-4,21,-2,-4
29.80,16,2,-16,14,-8,-4,19,-2,-12,19,0,-8
29.84,13,4,-16,16,-8,-8,12,-2,-8,16,0,-20
29.88,20,0,-12,12,-5,-16,14,0,-20,19,-2,-20
29.91,6,2,-24,12,-5,-20,17,-2,-20,19,-2,-23
29.95,11,-8,-27,12,-10,-24,9,-10,-20,16,-7,-30
29.98,0,-3,-27,-3,-15,-43,5,-12,-35,4,-9,-34
30.02,-8,-12,-39,-8,-15,-31,-5,-14,-31,0,-17,-34
30.06,-15,-17,-31,-20,-24,-27,-19,-22,-35,-17,-21,-34
30.13,-29,-20,-24,-29,-27,-20,-29,-22,-16,-24,-21,-26
30.16,-32,-22,-16,-34,-24,-16,-31,-24,-12,-22,-29,-20
30.21,-32,-22,-8,-34,-24,0,-29,-26,-4,-27,-19,-12
30.24,-34,-20,-8,-27,-22,3,-34,-26,0,-27,-24,-4
30.28,-27,-15,-12,-27,-24,0,-24,-14,-4,-24,-21,0
30.31,-20,-10,-4,-22,-15,-4,-24,-12,4,-20,-9,-8
30.35,-17,-10,0,-22,-10,-8,-19,-12,4,-15,-9,0
30.38,-12,-5,3,-17,-5,10,-15,-5,4,-10,-5,-4
30.43,-12,-5,-4,-12,-5,3,-12,-5,0,-12,-2,-8
30.47,-5,2,-12,-10,-3,0,-7,-2,4,-8,0,-4
30.51,-10,4,0,-12,-3,0,-5,2,0,0,3,-12
30.54,4,7,-4,-3,2,0,2,0,0,-3,0,-8
30.59,2,4,-8,0,-3,-8,2,2,0,2,0,-8
30.62,2,7,-16,2,4,0,0,0,-4,2,0,-12
30.66,-3,7,-12,0,2,-4,2,2,-8,4,3,-12
30.69,0,7,-12,2,0,-4,7,0,0,12,5,-8
30.73,6,7,-4,9,0,-8,7,0,0,9,5,-12
30.77,8,7,-12,4,4,3,9,2,-16,9,0,-8
30.80,6,7,-4,9,0,-8,7,0,-8,12,0,-16
30.84,8,4,-12,4,4,-8,12,2,-4,12,3,-16
30.88,4,9,-20,7,0,-4,9,5,-12,12,7,-12
30.92,13,7,-12,12,0,-8,12,2,-16,12,0,-16
30.96,11,4,-16,7,7,-12,12,2,-12,16,3,-16
31.00,8,7,-12,12,-5,-8,14,2,-12,16,3,-16
31.03,13,4,-16,9,4,-12,14,2,-12,19,0,-23
31.08,8,4,-16,12,4,-12,14,2,-16,16,3,-16
31.11,11,7,-16,12,0,-12,14,0,-8,19,5,-23
31.15,8,7,-12,9,0,-16,14,-2,-12,16,7,-16
31.19,13,7,-24,12,4,-8,19,5,-12,14,3,-12
31.22,13,4,-4,12,4,-12,12,2,-8,14,3,-16
31.26,11,2,-16,14,2,-16,14,5,-12,19,0,-16
31.30,8,12,-20,14,0,-12,17,0,-12,16,7,-16
31.34,13,7,-12,9,2,-12,17,2,-12,14,0,-20
31.37,16,7,-24,14,0,0,17,7,-12,14,0,-20
31.41,11,9,-24,12,-3,-12,9,2,-12,14,0,-16
31.45,16,4,-4,12,-3,-12,9,5,-20,16,3,-16
31.48,13,4,-16,12,2,-12,14,0,-8,14,5,-16
