Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
3.91,0,0,4,-5,5,-4,-3,2,0,-78712,-78592,-126835
3.95,4,0,-4,-5,0,-4,-3,2,-4,-78712,-78590,-126835
3.99,2,5,0,-2,2,-8,2,-5,4,-78709,-78590,-126839
4.03,0,-3,0,-2,0,-8,0,-5,-8,-78714,-78588,-126835
4.06,4,0,4,-2,2,-16,-3,-3,4,-78714,-78592,-126835
4.11,2,2,8,-2,0,-4,-3,2,4,-78714,-78590,-126839
4.14,2,0,0,0,-2,-8,-5,-5,0,-78714,-78592,-126839
4.17,2,-3,-4,2,0,-4,0,0,-4,-78714,-78590,-126831
4.22,0,2,-4,-2,2,-8,-5,-3,-4,-78714,-78590,-126835
4.26,0,2,4,-2,-5,-12,2,2,4,-78714,-78590,-126843
4.30,0,-3,0,-2,-2,-12,-5,-3,4,-78712,-78588,-126843
4.34,2,0,0,2,-2,-8,0,-5,-8,-78714,-78592,-126846
4.40,2,2,4,-2,5,-12,-3,-3,-4,-78714,-78592,-126831
4.44,2,2,0,-5,0,-8,-3,0,4,-78712,-78592,-126843
4.46,0,2,0,-2,2,-4,-3,-3,-4,-78712,-78595,-126843
4.50,2,0,0,-2,2,-4,-5,-3,-4,-78714,-78590,-126835
4.54,0,0,0,0,0,0,-5,0,-4,-78712,-78590,-126839
4.57,0,2,0,-2,-5,-8,-5,-3,-4,-78709,-78595,-126835
4.62,2,-3,0,-2,0,-4,-3,-5,0,-78714,-78585,-126839
4.65,-3,2,4,0,-2,-8,0,2,0,-78714,-78588,-126839
4.70,0,0,-4,-2,2,-8,-3,-3,0,-78716,-78592,-126839
4.73,-3,2,0,-5,-2,0,0,-3,4,-78712,-78590,-126843
4.76,0,0,4,-2,0,-12,0,-3,0,-78709,-78592,-126839
4.79,2,2,4,-2,0,-12,-5,-5,4,-78712,-78595,-126835
4.84,4,2,-4,-2,2,-8,0,0,0,-78712,-78590,-126835
4.89,-3,2,4,0,2,-4,0,-5,4,-78716,-78590,-126839
4.92,4,0,-4,0,-2,-8,-3,2,4,-78714,-78588,-126835
4.95,0,2,4,-2,2,-8,0,-5,0,-78712,-78590,-126839
5.00,4,0,12,-2,-2,-12,0,0,0,-78714,-78590,-126835
5.02,0,5,-8,2,-5,-8,2,2,-4,-78712,-78588,-126831
5.06,0,0,0,0,2,-8,-5,-3,4,-78714,-78595,-126839
5.10,-3,7,4,-2,0,-4,0,-5,0,-78716,-78590,-126843
5.14,-3,2,0,-2,5,-8,-3,-5,-8,-78712,-78590,-126835
5.18,0,2,0,-5,0,-12,-3,-3,0,-78709,-78592,-126835
5.21,2,0,4,-2,-2,-12,-3,-3,0,-78714,-78590,-126839
5.26,4,5,4,-5,-5,-12,0,0,0,-78707,-78588,-126835
5.29,2,0,0,2,2,-8,0,-5,-4,-78712,-78590,-126835
5.34,2,0,0,0,2,-12,-3,-3,8,-78712,-78590,-126835
5.37,2,0,-4,-2,2,-8,0,0,4,-78712,-78590,-126839
5.41,-3,5,4,2,-2,-4,-3,-5,-4,-78714,-78588,-126839
5.45,4,2,8,-5,2,-12,-3,-3,0,-78707,-78588,-126831
5.49,0,5,8,0,-2,-8,0,-3,4,-78712,-78590,-126843
5.52,2,-3,4,-2,-2,-8,0,-7,4,-78707,-78585,-126835
5.57,0,7,0,0,-5,-8,-5,0,12,-78712,-78585,-126835
5.60,2,0,-4,0,0,-8,2,0,4,-78714,-78590,-126835
5.65,2,0,0,-5,2,-4,0,-3,-4,-78709,-78595,-126843
5.68,4,0,-4,0,0,-12,-5,2,-4,-78714,-78592,-126839
5.73,2,2,4,-2,2,-8,-3,-3,0,-78714,-78595,-126839
5.76,6,0,0,-2,-2,-12,-3,-3,0,-78712,-78590,-126839
5.79,0,2,0,0,0,-8,-3,0,0,-78712,-78595,-126839
5.84,0,0,4,2,0,-4,-3,-3,0,-78712,-78588,-126843
5.88,-3,2,4,-2,-2,-4,-3,-3,4,-78716,-78588,-126835
5.91,2,-3,0,-2,0,-8,0,-10,4,-78712,-78595,-126843
5.94,2,0,0,-2,2,-12,-5,0,0,-78704,-78592,-126843
5.98,2,2,12,-2,0,-12,2,2,8,-78712,-78590,-126839
6.01,0,7,4,-5,-2,-8,2,-3,0,-78712,-78592,-126839
6.03,0,0,0,-2,0,-4,0,-3,0,-78714,-78590,-126839
6.09,2,2,0,-2,2,-8,-3,2,0,-78709,-78592,-126843
6.11,0,0,0,0,-2,0,0,0,0,-78716,-78592,-126835
6.15,2,-3,8,0,0,-12,2,-3,4,-78714,-78590,-126835
6.19,2,-3,-4,-7,0,-8,-3,-3,0,-78714,-78585,-126846
6.22,2,0,0,-5,-5,-12,-3,0,8,-78709,-78590,-126839
6.26,0,0,4,0,5,-12,-3,0,-4,-78709,-78592,-126846
6.30,0,0,-8,0,0,-16,-3,0,0,-78716,-78588,-126839
6.35,2,2,0,-2,-2,-4,-3,0,0,-78714,-78585,-126835
6.38,2,0,4,-5,-2,-16,2,-5,-4,-78714,-78588,-126835
6.42,-3,2,0,-5,0,-12,-3,-3,-4,-78712,-78590,-126835
6.46,0,5,0,-2,2,-8,0,-5,4,-78709,-78592,-126839
6.50,2,2,0,-2,-2,-8,-5,-5,0,-78712,-78590,-126839
6.53,4,0,8,-5,-2,-12,2,2,4,-78712,-78588,-126843
6.58,0,0,4,-2,2,0,0,0,4,-78712,-78592,-126839
6.61,2,0,4,-2,2,-8,-3,0,4,-78714,-78592,-126835
6.66,0,2,8,-5,0,-12,2,-3,4,-78712,-78595,-126827
6.69,2,-3,-4,0,2,-8,-3,2,0,-78712,-78590,-126835
6.73,0,0,0,0,-2,-12,0,-5,4,-78714,-78590,-126843
6.77,0,-3,4,2,2,-8,-7,-5,-8,-78712,-78590,-126839
6.81,0,0,4,-2,-2,-16,-3,-3,0,-78712,-78592,-126835
6.85,2,2,0,-2,-2,0,0,-3,-4,-78714,-78588,-126839
6.88,0,-3,4,0,-2,-4,0,0,4,-78709,-78590,-126835
6.91,-3,-3,4,-2,2,-4,-3,2,4,-78709,-78588,-126835
6.94,2,5,8,-2,0,-4,0,-3,4,-78714,-78592,-126835
6.97,2,2,-4,-5,0,-16,2,5,0,-78716,-78588,-126839
7.00,-3,0,4,-7,0,-4,-5,0,0,-78712,-78585,-126835
7.03,2,2,8,2,0,-16,-3,0,0,-78712,-78590,-126839
7.08,6,-3,0,2,0,-4,0,-3,0,-78712,-78585,-126843
7.11,2,2,4,0,2,-8,2,-3,-4,-78712,-78590,-126839
7.14,2,2,4,-5,0,-8,0,-5,-4,-78714,-78590,-126839
7.17,0,2,-4,0,0,-12,-3,0,4,-78714,-78590,-126839
7.20,2,0,4,0,-2,-4,0,2,-4,-78712,-78590,-126839
7.23,-3,5,4,-7,2,-4,2,-3,-8,-78714,-78592,-126846
7.28,2,0,0,0,-2,-12,0,-5,-4,-78712,-78592,-126839
7.31,2,0,8,2,2,-12,0,0,-4,-78714,-78592,-126839
7.36,0,2,4,-5,2,-8,0,0,4,-78712,-78592,-126835
7.39,0,5,4,-2,-2,0,0,0,0,-78714,-78590,-126831
7.42,4,5,4,0,-2,-8,-3,-3,0,-78714,-78588,-126835
7.45,2,2,0,2,-2,0,0,2,0,-78709,-78590,-126846
7.48,4,2,4,-5,0,-8,-3,0,0,-78707,-78592,-126835
7.53,0,2,0,-2,-2,-8,-3,-3,4,-78709,-78592,-126835
7.56,4,-3,4,-5,-2,-16,0,2,0,-78716,-78588,-126835
7.61,2,2,4,2,-5,-4,-3,-3,0,-78712,-78590,-126839
7.64,0,2,0,-5,2,-12,-3,-5,0,-78709,-78590,-126835
7.67,0,0,0,2,0,-8,0,-3,4,-78714,-78592,-126839
7.70,2,0,0,0,2,-8,0,-3,0,-78704,-78590,-126843
7.72,4,-3,4,-2,0,-8,-3,-3,-4,-78709,-78588,-126835
7.75,4,0,4,-2,-5,-4,0,-3,4,-78709,-78595,-126835
7.80,4,0,0,0,0,-8,-3,0,-4,-78712,-78592,-126839
7.83,2,2,4,-5,0,-12,-3,-5,0,-78714,-78590,-126843
7.86,2,0,4,2,-2,-20,-3,-3,-8,-78709,-78588,-126839
7.89,0,2,-4,2,5,-8,0,-3,0,-78714,-78590,-126831
7.92,0,0,4,-2,2,-8,0,-5,-4,-78709,-78588,-126835
7.97,2,0,4,5,0,-8,-3,-3,0,-78716,-78588,-126835
8.00,4,2,4,0,0,-8,-3,2,0,-78714,-78592,-126839
8.03,-5,0,-4,-2,0,-12,0,-3,-4,-78712,-78588,-126831
8.05,2,-3,-8,-2,0,-12,0,-3,0,-78709,-78592,-126839
8.09,0,0,0,-5,0,-4,2,0,-4,-78707,-78590,-126835
8.12,2,2,-4,-2,2,-4,-3,0,0,-78712,-78590,-126835
8.17,0,0,4,0,2,-12,-3,0,4,-78709,-78592,-126835
8.20,2,2,4,-2,0,-4,0,-5,4,-78714,-78588,-126843
8.25,0,0,0,-2,-5,-8,-3,-3,4,-78712,-78590,-126835
8.28,-3,0,0,-2,2,-16,0,-3,4,-78712,-78588,-126839
8.31,-3,2,4,-2,0,-4,-3,-3,8,-78709,-78588,-126846
8.34,4,2,4,2,0,-8,0,-5,-4,-78714,-78588,-126835
8.37,0,-5,4,2,-2,-8,2,0,0,-78712,-78590,-126839
8.42,0,2,0,0,2,-12,-3,0,0,-78714,-78590,-126846
8.46,0,5,0,0,2,-8,0,-3,-4,-78712,-78590,-126839
8.50,2,2,4,2,0,-12,-3,-3,0,-78712,-78590,-126843
8.53,2,5,0,-2,2,-8,0,-3,-8,-78712,-78588,-126839
8.56,0,2,0,0,-2,-8,-3,0,0,-78707,-78590,-126839
8.59,-3,2,4,-2,-2,-12,0,-5,4,-78714,-78588,-126843
8.63,0,0,8,-2,2,-4,-3,0,-8,-78716,-78588,-126839
8.67,2,0,8,-2,-2,-12,-3,-3,-4,-78712,-78588,-126835
8.69,0,2,0,-2,0,-8,-3,-3,0,-78714,-78588,-126839
8.73,0,2,4,-2,2,-12,-3,-3,4,-78714,-78588,-126835
8.77,0,2,-8,-7,0,-8,-3,-5,0,-78714,-78588,-126843
8.81,4,2,4,-2,0,-4,0,-5,0,-78709,-78590,-126843
8.84,2,0,8,0,-2,-4,-3,0,0,-78712,-78590,-126835
8.88,2,2,4,-2,0,0,0,0,4,-78714,-78592,-126835
8.92,2,2,0,-2,-2,-8,-3,2,4,-78709,-78592,-126835
8.96,0,2,8,-5,0,-12,0,5,4,-78714,-78590,-126839
8.99,0,-3,4,0,0,-12,2,-5,0,-78709,-78590,-126839
9.04,2,-3,-4,-5,0,-12,0,-3,-4,-78714,-78590,-126839
9.08,-3,0,0,-2,0,-8,-3,2,0,-78709,-78592,-126835
9.12,-3,5,-4,-5,0,-8,2,0,4,-78712,-78588,-126839
9.15,0,5,0,-2,-2,-8,-3,2,0,-78707,-78592,-126835
9.19,0,0,4,-5,-5,-8,0,-5,0,-78714,-78588,-126839
9.24,0,0,-4,0,2,-8,-3,0,-4,-78709,-78592,-126843
9.27,0,-5,0,0,0,-8,2,-3,-4,-78709,-78590,-126839
9.31,2,7,4,-2,-7,-4,-3,-5,4,-78712,-78588,-126839
9.35,4,0,8,-2,2,-8,0,-3,4,-78712,-78592,-126839
9.38,6,2,4,-2,-2,-8,-3,-3,0,-78714,-78590,-126839
9.43,0,5,-4,-2,0,-4,-3,-3,-4,-78709,-78592,-126843
9.46,0,0,0,0,-5,-4,0,0,0,-78716,-78592,-126843
9.49,4,0,-4,0,-2,-12,0,-5,0,-78714,-78590,-126839
9.52,0,0,-4,0,2,-8,5,-3,-4,-78709,-78592,-126839
9.57,4,0,-4,-5,0,-12,-3,0,0,-78714,-78592,-126835
9.60,2,2,0,-2,0,-4,2,-3,4,-78712,-78585,-126843
9.63,-3,5,0,0,2,-8,5,0,0,-78712,-78590,-126843
9.68,0,-5,4,2,-2,-12,0,-3,4,-78714,-78590,-126831
9.72,-3,0,4,-5,-2,-12,2,0,0,-78712,-78592,-126839
9.76,0,2,0,-2,0,-4,0,-3,0,-78716,-78590,-126835
9.78,0,5,0,-2,0,-8,-3,0,-4,-78712,-78592,-126846
9.82,2,0,0,-7,-2,-4,0,-5,4,-78709,-78590,-126839
9.85,4,0,-4,0,0,0,-3,0,0,-78714,-78590,-126839
9.89,2,2,0,2,0,-4,2,-3,0,-78716,-78590,-126839
9.93,2,-3,8,-2,-2,-12,0,0,4,-78709,-78583,-126846
9.97,2,-3,8,-2,2,-12,-5,2,0,-78712,-78592,-126839
10.02,-3,-3,4,0,-5,-8,-3,-3,0,-78712,-78592,-126839
10.05,0,0,0,-2,0,-4,5,0,0,-78714,-78590,-126843
10.09,0,0,0,-2,-2,-12,-3,0,4,-78712,-78590,-126843
10.14,2,0,0,2,0,-4,0,-3,0,-78714,-78588,-126846
