Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
5.27,5,0,4,0,0,8,72,19,31,3,-12,8
5.31,-4,-3,4,2,4,4,36,17,19,0,-7,4
5.35,0,-3,8,0,2,-4,19,10,8,-2,0,4
5.38,-2,0,8,-2,2,-4,15,10,12,0,0,8
5.42,-2,-3,4,-5,0,-4,12,10,4,-2,3,0
5.46,0,-5,12,-2,0,-8,10,5,8,0,-2,4
5.51,3,0,4,-2,0,0,7,7,8,-2,-2,12
5.54,-2,-5,8,0,2,8,7,5,4,-2,0,0
5.57,0,0,4,0,2,0,7,7,0,-2,3,4
5.60,-7,-3,8,-5,-3,0,10,3,4,-2,0,0
5.64,-9,9,8,-22,-15,14,10,5,0,-5,3,8
5.68,-16,17,0,-29,-27,8,3,7,0,-2,0,12
5.72,-26,24,4,-38,-44,11,7,5,0,0,0,0
5.76,-33,29,-8,-46,-44,8,5,5,4,-2,-2,4
5.80,-31,26,0,-53,-48,4,3,3,0,-5,3,4
5.83,-36,26,-4,-58,-46,4,3,3,0,-5,-5,4
5.88,-40,24,-8,-53,-48,4,5,3,0,-5,0,4
5.91,-33,29,0,-48,-46,0,7,3,0,-2,0,4
5.95,-21,24,4,-31,-29,8,3,3,0,-2,0,4
5.99,-9,9,0,-19,-20,4,0,5,4,-2,-2,-4
6.02,-9,7,0,-12,-12,4,0,3,0,0,0,4
6.05,-4,7,16,-7,-10,8,10,3,0,-5,0,8
6.10,-4,5,4,-10,-8,8,5,3,0,-2,3,4
6.13,-2,0,8,-7,-5,4,3,5,4,-7,3,4
6.17,-4,2,12,-7,-5,4,5,5,-4,0,-2,4
6.19,0,2,4,-10,-8,4,7,3,-4,-2,0,4
6.24,10,2,12,-7,-5,8,0,5,0,-7,0,4
6.28,15,5,12,-5,0,-4,5,5,0,-5,0,0
6.32,33,7,16,0,-3,0,3,3,0,-5,5,0
6.36,57,9,16,-5,2,4,5,5,0,0,3,0
6.39,74,14,22,-10,4,8,5,3,0,0,-2,4
6.43,81,17,26,-10,4,0,3,0,0,-5,0,0
6.45,88,12,30,-7,0,8,5,5,-4,-5,5,0
6.49,96,14,34,-7,7,4,5,3,0,-2,3,0
6.53,108,12,42,-5,7,0,0,0,-4,-2,3,4
6.57,120,19,42,-5,7,4,0,5,4,-5,3,0
6.61,127,24,42,-2,4,4,5,5,4,-5,0,0
6.65,127,17,46,-5,7,0,5,3,0,-5,-2,4
6.69,127,19,49,-7,12,0,3,5,-4,-5,3,0
6.73,127,19,46,-5,7,0,3,-2,0,-5,5,0
6.77,100,19,34,-7,9,-4,0,5,0,-7,3,0
6.79,72,17,19,-7,7,0,3,-2,-4,-5,3,8
6.83,36,9,16,-2,2,4,0,3,-4,-2,3,-4
6.87,24,5,16,-5,-3,4,5,3,-8,-2,-5,0
6.90,22,5,12,-2,2,0,5,0,-4,-5,5,4
6.94,17,2,12,-2,0,0,0,3,4,-2,3,4
6.99,17,0,12,-2,2,-4,3,-2,0,-5,3,12
7.03,10,0,19,-2,0,-4,3,7,0,-5,0,0
7.07,10,2,16,0,-3,4,-2,5,-4,-2,3,4
7.11,10,5,8,-2,0,0,3,3,0,-7,0,0
7.15,8,0,8,0,0,8,-5,5,4,-2,0,4
7.18,5,2,8,-2,0,0,5,10,0,-2,3,8
7.21,3,0,8,-5,0,0,3,5,0,-2,-2,4
7.25,5,2,4,-2,2,4,5,3,0,-2,-2,8
7.28,5,5,4,0,-3,4,3,5,-4,-2,-2,4
7.30,5,0,8,-2,0,0,-2,5,0,-5,7,-4
7.34,5,2,12,-2,-3,8,0,3,0,-2,5,0
7.37,10,0,12,-2,0,8,0,3,-12,-5,5,4
7.41,0,2,4,0,2,4,3,5,-8,0,-7,4
7.44,5,-3,8,-2,0,-4,3,0,4,-5,5,0
7.48,3,2,12,0,0,4,3,-2,0,-5,3,4
7.51,0,0,12,-5,0,4,3,5,0,-2,-5,0
7.55,3,0,12,-2,2,-4,0,3,-4,0,5,4
7.58,-2,2,12,-2,0,4,3,3,-4,3,-2,4
7.60,3,0,8,-2,2,4,-2,0,-4,-7,0,4
7.64,5,-5,4,-2,0,-8,3,3,-4,-2,0,4
7.67,0,0,0,0,-3,-4,3,5,0,-5,3,4
7.71,5,-3,4,-5,0,4,0,3,0,-2,5,0
7.74,0,0,8,0,0,8,0,3,-4,-5,3,-4
7.78,0,-3,12,0,0,11,0,3,0,-5,0,0
7.81,0,0,8,2,4,-4,0,5,-8,3,3,4
7.85,3,-3,8,-2,2,0,3,3,-4,-2,0,-4
7.88,5,5,4,0,2,8,0,3,0,-2,5,0
7.92,-2,-3,4,0,-3,0,3,-2,-4,-5,3,0
7.95,3,0,8,-2,0,0,0,3,-12,-2,5,4
7.99,-2,5,0,0,2,8,3,-2,-8,0,-2,0
8.02,3,2,12,2,-3,4,3,0,4,-7,-2,4
8.06,3,-3,8,-5,0,-4,0,7,0,-2,0,0
8.09,0,0,8,0,0,0,0,0,-4,-2,0,0
8.13,-2,0,19,2,0,-8,3,5,-4,-2,0,0
8.18,0,-3,12,-5,0,-4,3,3,4,-7,0,4
8.21,0,2,0,-2,2,-4,5,0,-8,0,3,4
8.25,-2,0,12,0,0,4,0,5,-4,0,0,0
8.27,3,5,4,0,0,0,3,3,0,-5,5,12
8.31,0,0,12,-2,2,4,-2,3,-4,-2,3,0
8.34,3,-3,12,-2,-5,0,0,0,0,-5,5,0
8.39,3,0,4,-2,2,4,5,3,-4,-5,5,0
8.43,-2,0,8,-2,-3,8,0,5,0,-2,3,0
8.48,0,0,12,0,4,0,3,5,-4,-2,3,-4
8.51,0,2,16,0,4,11,5,7,-8,-5,3,0
8.55,0,0,8,-5,0,-4,3,3,-4,0,0,4
8.58,3,0,8,0,0,8,3,3,-4,-2,-2,4
8.62,0,-5,12,-5,0,4,0,5,-4,-2,0,0
8.65,3,-5,8,-5,-3,0,-2,3,-4,0,3,0
8.69,3,-5,8,-2,2,0,3,3,-4,-5,3,4
8.73,0,-3,8,-2,2,0,0,3,-4,0,0,0
8.78,3,-5,8,-2,0,4,0,3,4,-5,7,4
8.80,-2,-3,12,-2,2,4,0,0,0,-5,3,0
8.85,-4,2,12,-2,-3,4,3,3,0,-5,0,4
8.88,0,-3,4,-2,0,4,-2,3,0,-2,3,12
8.92,0,2,12,0,4,0,3,3,-4,-5,3,4
8.94,-4,2,12,-5,2,4,3,0,-4,-2,0,4
8.97,0,5,8,0,0,-4,0,0,-8,-5,5,0
9.01,0,0,8,0,0,4,0,5,-4,-5,3,0
9.06,3,-3,12,0,2,0,3,5,0,-5,5,4
9.10,0,2,12,0,-3,0,3,5,0,-2,5,-7
9.13,-2,0,8,0,-5,0,3,0,-12,-5,-2,0
9.17,0,0,8,-2,2,0,3,7,-8,0,3,8
9.20,0,2,4,2,0,4,0,3,-8,-2,0,0
9.24,5,2,12,0,0,4,3,3,4,0,0,-4
9.27,5,2,8,2,0,0,0,0,-12,-2,3,4
9.31,0,0,4,0,0,0,7,3,-4,-2,0,0
9.34,0,-3,12,0,2,0,3,5,4,-2,0,4
9.38,-2,0,8,-2,-3,4,-2,5,0,-2,-2,12
9.41,-2,0,8,0,-3,4,-2,5,0,-5,0,4
9.45,3,5,12,-2,-3,8,3,3,-4,0,0,4
9.49,0,-3,8,-5,0,4,3,0,-4,-2,5,0
9.52,0,0,8,0,4,8,0,3,-8,-5,0,0
9.56,3,0,8,0,2,0,0,7,4,-2,3,0
9.59,-4,-3,4,-2,2,0,0,3,-4,-7,3,-4
9.62,0,0,12,0,-3,0,0,5,-8,-2,3,0
9.66,-4,2,8,-5,2,0,0,3,4,-7,3,0
9.69,3,0,0,-7,2,-4,3,7,-4,-5,5,4
9.73,0,2,4,-2,-3,0,0,5,-4,-2,0,-4
9.77,-2,0,8,2,0,0,-5,5,-12,0,0,0
9.80,3,2,12,-2,0,8,5,3,-8,-5,3,0
9.84,3,0,8,-2,0,0,5,3,0,-7,-2,4
9.87,-2,2,8,-2,0,11,3,5,-8,-5,0,4
9.91,-2,2,12,0,0,0,0,5,-4,-5,5,0
9.93,-2,0,8,0,0,-4,3,0,4,-5,0,0
9.97,0,0,4,0,0,0,0,0,0,-2,0,0
10.00,0,0,12,0,4,0,0,5,0,3,-2,8
10.05,0,7,8,-5,-3,4,3,0,-8,-5,3,4
10.09,-2,0,8,-2,2,8,0,0,-8,-7,3,-4
10.12,-2,5,8,-2,0,-4,3,7,0,-5,5,-4
10.16,3,2,0,-5,-3,-4,3,5,-4,-7,0,0
10.21,5,2,8,0,0,0,0,0,-4,-5,0,8
10.25,-2,-3,12,-5,2,4,-2,0,0,-5,0,0
10.27,3,0,4,2,4,-4,5,3,-4,0,5,0
10.30,0,2,12,-2,-5,0,-2,0,0,0,3,4
10.34,0,2,8,-2,-5,8,5,0,-8,-2,3,0
10.36,0,-3,4,-2,2,8,0,5,-4,-7,5,4
10.40,0,2,8,0,4,-4,0,3,0,-5,5,4
10.44,0,-3,16,-2,4,4,-5,3,-4,0,3,4
10.47,0,0,12,2,0,0,0,0,0,-7,5,0
10.50,0,-3,12,2,-3,0,-2,3,0,0,3,4
10.53,0,0,12,0,2,4,-2,3,-4,-5,3,4
10.57,0,-3,12,-2,0,0,-2,5,-4,-2,3,0
10.60,-2,2,4,-2,2,4,0,0,-4,-7,0,0
10.63,0,0,8,-2,4,0,0,5,0,-7,0,0
10.67,-2,2,8,-5,-3,4,-2,0,4,-5,0,0
10.72,3,0,4,-5,0,-4,-2,5,-4,-2,0,8
10.76,0,-3,8,-2,0,0,0,0,-4,-2,3,-4
10.79,0,0,4,2,4,4,0,3,4,-2,5,4
10.83,-2,0,16,-2,0,4,-2,3,-4,-2,3,-4
10.86,-2,-7,12,-5,-3,0,0,3,-12,-2,0,4
10.89,-2,0,4,-5,2,-4,-2,5,-4,-5,0,-4
10.92,0,0,8,-5,2,4,0,5,-4,-2,3,8
10.96,0,-3,4,0,2,11,0,3,4,-7,0,-4
11.00,0,2,4,0,-3,4,-2,5,-4,3,3,0
11.03,0,-3,4,0,-8,4,0,5,-8,-5,5,0
11.07,3,0,12,0,2,0,3,5,0,-2,-2,0
11.12,3,0,12,0,2,8,-2,5,0,-2,5,-4
11.16,-2,2,12,-2,2,4,-2,3,-4,-2,5,0
11.18,0,2,12,-2,2,0,0,3,0,-2,3,0
11.22,5,2,8,2,-3,0,0,3,-4,-7,0,0
11.25,0,-3,12,-2,0,8,3,5,-8,-2,0,4
11.29,3,2,4,2,0,4,-2,3,-8,-7,3,4
11.32,-4,0,12,-2,2,4,0,3,-8,-2,3,-4
11.36,0,0,4,-5,2,0,-2,5,-4,-5,5,12
11.40,3,0,8,-2,-3,4,0,3,-4,-2,3,0
11.44,0,0,8,-2,4,0,3,3,-4,-2,0,4
11.49,-2,5,16,-2,-5,4,0,3,-8,-2,0,4
11.53,0,-3,8,0,-3,0,-5,5,-4,-5,5,4
11.57,-2,2,8,-2,2,0,-2,5,0,-2,3,0
11.62,0,2,4,-2,0,0,-2,5,-8,3,3,4
11.66,0,2,4,-5,2,0,-2,3,4,-7,5,0
11.69,0,2,4,-5,0,4,-2,0,-4,-7,5,4
11.73,3,-3,12,2,-3,-4,0,5,-4,-2,3,0
11.78,-2,-3,12,0,0,0,3,5,4,-5,3,-4
11.82,0,0,0,0,2,0,0,3,-4,-7,5,8
11.85,-4,2,8,0,-3,4,5,0,-8,-7,3,0
11.88,-4,-3,12,-5,-3,-8,-2,-2,0,-2,0,-4
11.91,-2,0,4,2,-3,0,-2,3,-4,-2,3,0
11.95,3,-3,16,-2,2,4,0,5,0,-5,5,4
12.00,-4,0,4,0,2,8,-2,5,0,0,3,4
12.04,-4,0,8,-2,2,-4,0,3,4,-2,0,0
12.07,3,-3,8,-2,0,4,3,3,0,-2,5,0
12.11,-4,0,12,-2,2,11,3,5,0,-5,5,4
12.13,-2,2,0,2,2,4,0,5,-4,-5,0,0
12.18,-2,0,12,-2,0,0,-2,3,-8,3,5,0
12.22,-4,2,8,2,0,0,3,5,-4,-2,5,-4
12.26,-2,-5,4,-2,2,0,0,0,-4,-5,5,0
12.29,-2,0,12,-2,-3,0,-5,5,-4,-5,5,4
12.33,-2,-3,4,-2,2,0,0,5,-4,-5,5,0
12.38,-2,-3,8,0,-3,0,-5,3,-4,0,5,-4
12.40,3,-3,12,2,0,-4,0,3,0,-5,3,4
12.44,0,-3,12,-2,4,0,-2,5,-4,-7,3,8
12.47,3,0,12,-2,2,4,0,0,0,-2,5,0
12.51,0,0,8,2,0,4,0,3,-4,-5,5,0
12.53,-2,2,8,-2,0,0,-5,0,-4,-5,5,0
12.58,-2,-3,4,0,0,4,-2,7,-8,0,3,0
12.62,0,0,12,-5,4,0,3,0,-4,-2,3,-4
12.65,0,2,8,-2,2,4,3,3,0,-5,3,4
12.69,0,2,8,-2,2,4,0,3,0,-5,3,-4
12.73,0,0,12,2,0,4,0,5,-8,-2,3,-4
12.78,3,2,8,-2,4,0,3,0,-8,-2,0,-4
12.82,-2,2,4,0,0,4,-2,3,0,-2,0,8
12.87,-2,-3,4,-5,4,4,0,0,4,-2,3,0
12.91,-2,0,8,-2,2,-4,0,3,-8,-5,3,-4
12.95,-2,2,16,0,-5,0,0,0,-4,-5,0,4
12.98,0,-5,16,2,0,0,0,3,0,0,3,0
13.02,0,0,0,-2,0,-8,0,5,-4,-7,7,0
13.05,0,-7,0,0,-5,4,0,3,-8,-5,3,0
13.09,-2,2,4,-2,0,0,-2,5,-8,-5,0,0
13.13,-2,5,8,-5,0,0,5,0,-4,-2,5,16
13.16,0,2,4,-5,2,0,0,7,0,-7,7,-4
13.20,-2,2,12,0,2,4,0,5,0,-7,5,4
13.23,0,-3,8,0,2,4,0,3,-4,-2,0,0
13.27,-2,-3,12,0,0,4,3,3,-4,-2,5,0
13.31,3,0,8,0,0,4,-2,5,-8,-2,5,0
13.36,0,0,8,0,-3,0,-2,5,-4,-5,3,4
13.38,5,0,8,-2,0,4,0,3,-8,-5,3,4
13.42,0,2,8,0,2,0,0,3,-8,-5,3,0
13.45,0,0,8,2,0,4,5,3,-4,-2,3,0
13.49,-2,-3,8,-2,2,8,0,0,0,-7,0,0
13.53,-4,-7,4,0,2,4,-2,5,-4,-2,5,-4
13.56,0,2,4,-2,-5,0,0,0,0,-2,7,4
13.60,0,2,8,-2,-3,0,0,3,-4,-5,5,4
13.65,0,-5,16,-2,-3,8,-2,5,-4,-2,3,0
13.69,-2,-3,8,2,2,4,0,3,0,-5,0,8
13.72,0,0,4,-2,2,4,-2,-2,-4,-5,5,8
13.76,-2,-7,12,0,2,4,-2,0,0,-2,3,8
13.80,0,0,4,-2,0,8,5,3,4,-2,3,0
13.85,0,0,12,5,0,0,3,3,-4,-5,5,4
13.89,3,0,4,0,4,-4,0,3,-4,-5,3,-4
13.94,0,2,12,0,2,0,0,5,0,-2,5,-4
13.98,0,0,12,2,0,4,-2,7,-8,-2,3,-4
14.03,-2,-3,4,2,0,4,0,0,-4,0,3,-4
14.07,-7,0,12,0,0,4,0,5,-4,-2,0,4
14.10,-2,2,12,-2,4,4,3,7,-8,-2,3,4
14.13,0,-3,12,0,0,-4,0,0,0,-7,3,0
14.18,0,-5,8,-5,-3,8,0,0,0,-2,3,8
14.22,-2,2,8,-2,2,0,-5,5,-4,-5,5,0
14.25,-4,0,8,-2,0,11,3,3,-8,-5,0,4
14.29,-4,0,4,0,2,4,0,0,4,-5,5,0
14.33,-4,-5,8,0,0,4,0,0,-4,-2,3,8
14.36,-2,0,12,0,-3,8,0,5,-8,-2,3,0
14.38,0,0,4,2,0,4,0,3,-8,-7,3,8
14.42,-2,-3,4,-5,0,0,0,3,0,-5,3,4
14.45,0,2,12,-2,0,8,0,3,-8,-5,5,-4
14.49,-2,2,8,-2,0,0,3,5,-8,-2,3,0
14.52,-2,2,4,-5,2,0,0,3,0,-2,0,-4
